book,page,column,nom_idx,syl_idx,bbox_cu,bbox_truoc_lock,iou,box_source_truoc_lock,count_source,n_ocr,n_qn,n_det
stt4,page_0114,1,13,13,"[962, 1045, 1032, 1123]","[962, 1045, 1032, 1123]",1.000,detector,equal_qn,22,22,22
stt4,page_0114,4,8,8,"[671, 711, 737, 784]","[671, 711, 737, 784]",1.000,detector,equal_qn,23,23,23
stt4,page_0114,4,11,11,"[670, 895, 739, 970]","[670, 895, 739, 970]",1.000,detector,equal_qn,23,23,23
stt4,page_0114,5,2,2,"[583, 346, 652, 421]","[583, 346, 652, 421]",1.000,detector,equal_qn,23,23,23
stt4,page_0114,6,13,13,"[476, 1016, 546, 1092]","[476, 1016, 546, 1092]",1.000,detector,equal_qn,23,23,23
stt4,page_0114,7,20,20,"[370, 1426, 437, 1501]","[370, 1426, 437, 1501]",1.000,detector,equal_qn,23,23,23
stt4,page_0114,8,5,5,"[292, 538, 356, 613]","[283, 536, 354, 615]",0.807,detector,equal_ocr,22,21,22
stt4,page_0114,9,5,5,"[181, 542, 255, 622]","[181, 542, 255, 622]",1.000,detector,equal_qn,21,22,22
stt4,page_0116,1,11,11,"[961, 904, 1032, 976]","[961, 904, 1032, 976]",1.000,detector,equal_qn,23,23,23
stt4,page_0116,4,5,5,"[659, 538, 728, 611]","[657, 530, 724, 604]",0.752,detector,equal_ocr,23,22,23
stt4,page_0116,4,20,19,"[659, 1453, 728, 1526]","[653, 1444, 726, 1524]",0.777,detector,equal_ocr,23,22,23
stt4,page_0116,5,3,3,"[562, 435, 630, 516]","[562, 435, 630, 516]",1.000,detector,equal_qn,21,21,21
stt4,page_0116,7,12,12,"[356, 1007, 423, 1086]","[356, 1007, 423, 1086]",1.000,detector,equal_qn,22,22,22
stt4,page_0116,7,21,21,"[368, 1582, 439, 1659]","[368, 1582, 439, 1659]",1.000,detector,equal_qn,22,22,22
stt4,page_0118,1,8,9,"[973, 696, 1053, 768]","[974, 701, 1041, 774]",0.728,detector,equal_ocr,24,23,24
stt4,page_0118,2,16,16,"[867, 1254, 936, 1333]","[867, 1254, 936, 1333]",1.000,detector,equal_qn,22,22,22
stt4,page_0118,3,6,6,"[788, 590, 857, 661]","[780, 605, 849, 682]",0.503,detector,equal_ocr,24,23,24
stt4,page_0118,3,16,16,"[788, 1181, 857, 1252]","[768, 1187, 835, 1257]",0.468,detector,equal_ocr,24,23,24
stt4,page_0118,4,1,1,"[682, 283, 752, 363]","[682, 283, 752, 363]",1.000,detector,equal_qn,22,22,22
stt4,page_0118,4,17,17,"[673, 1333, 744, 1409]","[673, 1333, 744, 1409]",1.000,detector,equal_qn,22,22,22
stt4,page_0118,6,17,17,"[481, 1277, 551, 1352]","[481, 1277, 551, 1352]",1.000,detector,equal_qn,23,23,23
stt4,page_0118,8,20,20,"[264, 1554, 340, 1629]","[264, 1554, 340, 1629]",1.000,detector,equal_qn,21,21,21
stt4,page_0118,9,7,7,"[182, 628, 251, 704]","[182, 628, 251, 704]",1.000,detector,equal_qn,23,23,23
stt4,page_0120,1,2,2,"[957, 353, 1032, 430]","[957, 350, 1028, 429]",0.901,detector,equal_qn,22,22,22
stt4,page_0120,2,3,4,"[849, 422, 922, 499]","[849, 485, 921, 563]",0.099,detector,equal_qn,20,21,21
stt4,page_0120,2,17,18,"[835, 1439, 910, 1507]","[835, 1422, 910, 1507]",0.800,detector,equal_qn,20,21,21
stt4,page_0120,3,5,5,"[744, 547, 817, 627]","[744, 547, 817, 627]",1.000,detector,equal_qn,21,21,21
stt4,page_0120,5,5,5,"[551, 565, 623, 653]","[551, 565, 623, 653]",1.000,detector,equal_qn,20,20,20
stt4,page_0120,6,13,13,"[453, 1136, 522, 1221]","[453, 1136, 522, 1221]",1.000,detector,equal_qn,20,20,20
stt4,page_0122,1,3,3,"[966, 485, 1036, 558]","[961, 477, 1030, 551]",0.705,detector,equal_qn,22,22,22
stt4,page_0122,7,13,12,"[376, 1027, 447, 1095]","[370, 1018, 442, 1090]",0.710,detector,equal_ocr,24,23,24
stt4,page_0124,5,14,14,"[571, 1107, 641, 1181]","[571, 1107, 641, 1181]",1.000,detector,equal_qn,23,23,23
stt4,page_0124,6,8,8,"[471, 708, 538, 782]","[471, 708, 538, 782]",1.000,detector,equal_qn,24,24,24
stt4,page_0124,9,3,3,"[177, 441, 250, 525]","[177, 441, 250, 525]",1.000,detector,equal_qn,20,20,20
stt4,page_0126,2,16,16,"[865, 1270, 931, 1344]","[861, 1284, 926, 1357]",0.613,detector,conflict,22,22,23
stt4,page_0126,3,20,20,"[768, 1516, 835, 1590]","[754, 1513, 819, 1587]",0.589,detector,equal_qn,22,22,22
stt4,page_0126,5,6,6,"[580, 622, 650, 696]","[580, 622, 650, 696]",1.000,detector,equal_qn,23,23,23
stt4,page_0126,5,17,17,"[573, 1277, 645, 1352]","[573, 1277, 645, 1352]",1.000,detector,equal_qn,23,23,23
stt4,page_0128,2,5,5,"[848, 537, 909, 610]","[845, 526, 910, 597]",0.677,detector,equal_qn,23,23,23
stt4,page_0128,3,2,2,"[745, 351, 815, 424]","[748, 345, 818, 419]",0.795,detector,equal_ocr,23,21,23
stt4,page_0128,5,18,18,"[558, 1308, 624, 1377]","[558, 1308, 624, 1377]",1.000,detector,equal_qn,24,24,24
stt4,page_0128,7,12,12,"[369, 1016, 440, 1096]","[369, 1016, 440, 1096]",1.000,detector,equal_qn,22,22,22
stt4,page_0130,1,14,14,"[989, 1153, 1054, 1229]","[970, 1156, 1041, 1232]",0.580,detector,equal_qn,22,22,22
stt4,page_0130,3,6,6,"[794, 657, 866, 738]","[783, 641, 854, 723]",0.515,detector,equal_qn,21,21,21
stt4,page_0130,3,19,19,"[754, 1537, 825, 1612]","[754, 1537, 825, 1612]",1.000,detector,equal_qn,21,21,21
stt4,page_0130,4,13,13,"[708, 1113, 777, 1194]","[668, 1117, 739, 1198]",0.267,detector,equal_qn,21,21,21
stt4,page_0130,6,3,3,"[503, 423, 572, 504]","[503, 423, 572, 504]",1.000,detector,equal_qn,22,22,22
stt4,page_0130,7,2,2,"[416, 347, 486, 426]","[416, 347, 486, 426]",1.000,detector,equal_qn,22,22,22
stt4,page_0132,4,12,13,"[653, 1049, 727, 1131]","[653, 1049, 727, 1131]",1.000,detector,equal_ocr,21,22,21
stt4,page_0132,5,19,19,"[554, 1409, 625, 1484]","[554, 1409, 625, 1484]",1.000,detector,equal_qn,23,23,23
stt4,page_0132,6,5,5,"[479, 548, 551, 625]","[475, 549, 545, 629]",0.819,detector,equal_ocr,22,21,22
stt4,page_0132,7,14,14,"[361, 1135, 432, 1216]","[361, 1135, 432, 1216]",1.000,detector,equal_qn,22,22,22
stt4,page_0132,8,0,0,"[281, 230, 355, 309]","[281, 230, 355, 309]",1.000,detector,equal_qn,20,20,20
stt4,page_0134,3,18,17,"[753, 1366, 826, 1443]","[750, 1360, 823, 1440]",0.825,detector,equal_qn,22,21,21
stt4,page_0134,4,14,14,"[651, 1145, 724, 1228]","[651, 1145, 724, 1228]",1.000,detector,equal_qn,21,21,21
stt4,page_0134,6,12,13,"[458, 1004, 531, 1083]","[458, 1004, 531, 1083]",1.000,detector,conflict,21,23,22
stt4,page_0134,7,10,10,"[361, 920, 434, 1005]","[357, 889, 433, 971]",0.419,detector,equal_qn,20,21,21
stt4,page_0134,9,1,1,"[160, 264, 234, 342]","[160, 264, 234, 342]",1.000,detector,equal_qn,22,22,22
stt4,page_0136,3,4,4,"[779, 519, 848, 599]","[768, 513, 842, 597]",0.720,detector,equal_ocr,21,22,21
stt4,page_0136,3,10,10,"[779, 918, 848, 998]","[748, 915, 821, 997]",0.405,detector,equal_ocr,21,22,21
stt4,page_0136,5,16,16,"[547, 1269, 620, 1345]","[547, 1269, 620, 1345]",1.000,detector,equal_qn,22,22,22
stt4,page_0136,6,7,7,"[462, 701, 534, 783]","[462, 701, 534, 783]",1.000,detector,equal_qn,21,21,21
stt4,page_0136,6,17,17,"[483, 1371, 559, 1451]","[540, 1390, 613, 1467]",0.110,detector,equal_qn,21,21,21
stt4,page_0136,9,3,3,"[183, 424, 254, 500]","[183, 424, 254, 500]",1.000,detector,equal_qn,22,22,22
stt4,page_0138,1,8,8,"[946, 735, 1016, 813]","[946, 735, 1016, 813]",1.000,detector,equal_qn,22,22,22
stt4,page_0138,7,6,6,"[360, 594, 429, 668]","[360, 594, 429, 668]",1.000,detector,equal_qn,23,23,23
stt4,page_0138,8,19,18,"[262, 1388, 330, 1461]","[254, 1384, 323, 1461]",0.765,detector,equal_ocr,23,22,23
stt4,page_0140,1,5,5,"[939, 543, 1011, 622]","[939, 543, 1011, 622]",1.000,detector,equal_ocr,22,23,22
stt4,page_0140,1,11,11,"[942, 935, 1016, 1013]","[932, 922, 1005, 1001]",0.563,detector,equal_ocr,22,23,22
stt4,page_0140,2,20,20,"[849, 1508, 917, 1586]","[849, 1508, 917, 1586]",1.000,detector,equal_qn,22,22,22
stt4,page_0140,3,14,13,"[759, 1124, 823, 1200]","[759, 1124, 823, 1200]",1.000,midpoint,conflict,22,21,23
stt4,page_0140,4,6,5,"[662, 595, 732, 668]","[661, 531, 732, 607]",0.087,detector,equal_qn,23,23,23
stt4,page_0140,5,16,16,"[562, 1217, 632, 1294]","[562, 1217, 632, 1294]",1.000,detector,equal_qn,23,23,23
stt4,page_0140,5,22,22,"[569, 1592, 639, 1658]","[569, 1592, 639, 1658]",1.000,detector,equal_qn,23,23,23
stt4,page_0140,8,12,12,"[270, 1065, 338, 1149]","[269, 1021, 339, 1103]",0.291,detector,equal_qn,20,21,21
stt4,page_0140,9,6,6,"[176, 607, 245, 687]","[176, 607, 245, 687]",1.000,detector,equal_qn,22,22,22
stt4,page_0140,9,10,10,"[175, 858, 246, 937]","[175, 858, 246, 937]",1.000,detector,equal_qn,22,22,22
stt4,page_0142,3,20,20,"[756, 1595, 831, 1672]","[756, 1595, 831, 1672]",1.000,detector,conflict,21,21,20
stt4,page_0142,7,8,8,"[416, 748, 484, 825]","[416, 748, 484, 825]",1.000,midpoint,conflict,22,22,21
stt4,page_0142,8,4,4,"[317, 487, 381, 563]","[309, 486, 378, 564]",0.826,detector,conflict,22,22,21
stt4,page_0142,9,1,1,"[227, 297, 296, 373]","[220, 289, 291, 371]",0.748,detector,equal_qn,22,22,22
stt4,page_0144,1,11,11,"[971, 976, 1044, 1058]","[978, 973, 1054, 1060]",0.753,detector,equal_qn,21,21,21
stt4,page_0144,2,11,11,"[871, 978, 939, 1059]","[877, 973, 949, 1059]",0.752,detector,equal_qn,21,21,21
stt4,page_0144,2,14,14,"[871, 1181, 939, 1262]","[890, 1163, 966, 1252]",0.396,detector,equal_qn,21,21,21
stt4,page_0144,3,12,12,"[771, 1012, 843, 1089]","[781, 1005, 855, 1087]",0.668,detector,equal_qn,22,22,22
stt4,page_0144,4,3,3,"[678, 429, 750, 505]","[678, 429, 750, 505]",1.000,detector,equal_qn,22,22,22
stt4,page_0144,4,17,17,"[671, 1337, 747, 1414]","[700, 1336, 774, 1415]",0.448,detector,equal_qn,22,22,22
stt4,page_0144,6,13,13,"[483, 1087, 543, 1164]","[505, 1092, 573, 1173]",0.370,detector,equal_qn,22,22,22
stt4,page_0152,1,11,11,"[956, 965, 1026, 1045]","[956, 965, 1026, 1045]",1.000,detector,equal_qn,21,21,21
stt4,page_0152,3,10,10,"[755, 833, 828, 908]","[755, 833, 828, 908]",1.000,detector,equal_qn,23,23,23
stt4,page_0152,4,11,11,"[663, 897, 731, 971]","[663, 897, 731, 971]",1.000,detector,equal_qn,23,23,23
stt4,page_0152,4,20,20,"[662, 1446, 733, 1521]","[662, 1446, 733, 1521]",1.000,detector,equal_qn,23,23,23
stt4,page_0152,6,2,2,"[470, 346, 539, 422]","[470, 346, 539, 422]",1.000,detector,equal_qn,23,23,23
stt4,page_0152,7,7,7,"[374, 672, 447, 752]","[374, 672, 447, 752]",1.000,detector,equal_qn,22,22,22
stt4,page_0152,8,14,14,"[267, 1252, 339, 1339]","[266, 1247, 342, 1339]",0.896,detector,equal_qn,19,19,19
stt4,page_0152,9,3,3,"[164, 438, 241, 530]","[164, 438, 241, 530]",1.000,detector,equal_qn,19,19,19
stt4,page_0152,9,10,10,"[167, 962, 239, 1050]","[164, 960, 243, 1051]",0.881,detector,equal_qn,19,19,19
stt4,page_0154,1,14,14,"[948, 1167, 1025, 1249]","[948, 1167, 1025, 1249]",1.000,detector,equal_qn,21,21,21
stt4,page_0154,6,3,3,"[459, 412, 531, 492]","[459, 412, 531, 492]",1.000,detector,equal_qn,21,22,22
stt4,page_0156,4,5,5,"[691, 599, 767, 686]","[691, 599, 767, 686]",1.000,detector,equal_qn,20,20,20
stt4,page_0156,6,4,4,"[495, 526, 567, 609]","[495, 526, 567, 609]",1.000,detector,equal_ocr,21,22,21
stt4,page_0156,8,5,5,"[282, 593, 352, 669]","[284, 588, 354, 666]",0.854,detector,equal_qn,22,22,22
stt4,page_0156,9,12,12,"[185, 1006, 251, 1079]","[203, 1006, 273, 1085]",0.512,detector,conflict,23,23,22
stt4,page_0158,2,15,17,"[873, 1247, 941, 1320]","[873, 1247, 941, 1320]",1.000,detector,conflict,21,23,22
stt4,page_0158,4,17,17,"[662, 1424, 745, 1508]","[664, 1419, 738, 1507]",0.837,detector,equal_qn,20,20,20
stt4,page_0158,5,3,3,"[564, 440, 659, 521]","[564, 440, 659, 521]",1.000,midpoint,conflict,21,21,22
stt4,page_0158,5,13,13,"[579, 1108, 651, 1189]","[579, 1108, 651, 1189]",1.000,detector,conflict,21,21,22
stt4,page_0158,6,13,13,"[472, 1108, 545, 1189]","[472, 1108, 545, 1189]",1.000,detector,equal_qn,21,21,21
stt4,page_0158,6,19,19,"[472, 1499, 546, 1579]","[472, 1499, 546, 1579]",1.000,detector,equal_qn,21,21,21
stt4,page_0158,7,4,4,"[378, 489, 451, 569]","[378, 489, 451, 569]",1.000,detector,equal_qn,21,21,21
stt4,page_0158,9,11,12,"[186, 972, 257, 1052]","[181, 972, 253, 1055]",0.851,detector,equal_ocr,21,22,21
stt4,page_0160,4,17,17,"[667, 1277, 738, 1353]","[667, 1277, 738, 1353]",1.000,detector,equal_qn,23,23,23
stt4,page_0160,7,5,5,"[382, 531, 457, 601]","[382, 535, 452, 611]",0.776,detector,equal_qn,24,24,24
stt4,page_0160,8,22,22,"[276, 1572, 344, 1640]","[276, 1572, 344, 1640]",1.000,detector,equal_qn,23,23,23
stt4,page_0162,1,9,9,"[979, 762, 1046, 835]","[979, 762, 1046, 835]",1.000,detector,equal_qn,24,24,24
stt4,page_0162,7,2,2,"[388, 368, 451, 441]","[384, 366, 456, 442]",0.840,detector,equal_qn,23,23,23
stt4,page_0162,8,13,13,"[292, 1037, 362, 1111]","[291, 1039, 360, 1117]",0.864,detector,equal_qn,23,23,23
stt4,page_0162,9,0,0,"[186, 248, 262, 323]","[186, 248, 262, 323]",1.000,detector,equal_qn,23,23,23
stt4,page_0164,2,7,7,"[869, 685, 938, 765]","[869, 685, 938, 765]",1.000,detector,equal_qn,22,22,22
stt4,page_0164,3,15,15,"[769, 1193, 840, 1274]","[769, 1193, 840, 1274]",1.000,detector,equal_qn,22,22,22
stt4,page_0164,7,23,23,"[385, 1585, 451, 1654]","[385, 1585, 451, 1654]",1.000,detector,equal_qn,24,24,24
stt4,page_0164,8,4,4,"[274, 502, 349, 578]","[279, 502, 344, 578]",0.867,detector,equal_qn,22,22,22
stt4,page_0164,9,9,9,"[171, 809, 238, 885]","[171, 809, 238, 885]",1.000,detector,conflict,22,22,23
stt4,page_0166,1,21,21,"[958, 1593, 1028, 1664]","[958, 1593, 1028, 1664]",1.000,detector,equal_qn,22,22,22
stt4,page_0166,2,20,20,"[865, 1586, 936, 1656]","[865, 1586, 936, 1656]",1.000,detector,equal_qn,21,21,21
stt4,page_0166,4,20,20,"[661, 1450, 733, 1523]","[659, 1454, 730, 1529]",0.818,detector,equal_qn,23,23,23
stt4,page_0166,5,8,8,"[565, 721, 638, 797]","[565, 721, 638, 797]",1.000,detector,equal_qn,23,23,23
stt4,page_0166,5,17,17,"[566, 1268, 637, 1345]","[566, 1268, 637, 1345]",1.000,detector,equal_qn,23,23,23
stt4,page_0166,6,6,6,"[466, 597, 538, 670]","[466, 599, 537, 676]",0.887,detector,equal_qn,23,23,23
stt4,page_0166,7,11,11,"[367, 898, 437, 976]","[367, 898, 437, 976]",1.000,detector,equal_qn,23,23,23
stt4,page_0168,1,6,6,"[967, 695, 1044, 784]","[967, 695, 1044, 784]",1.000,detector,equal_qn,19,19,19
stt4,page_0168,2,13,13,"[881, 1204, 950, 1290]","[868, 1181, 942, 1266]",0.448,detector,conflict,19,19,20
stt4,page_0168,3,1,1,"[784, 316, 852, 394]","[784, 316, 852, 394]",1.000,detector,equal_qn,23,23,23
stt4,page_0168,3,7,7,"[786, 685, 853, 758]","[776, 687, 845, 763]",0.705,detector,equal_qn,23,23,23
stt4,page_0168,5,6,6,"[589, 609, 657, 683]","[589, 609, 657, 683]",1.000,detector,equal_qn,24,24,24
stt4,page_0168,5,23,23,"[569, 1600, 635, 1667]","[569, 1600, 635, 1667]",1.000,detector,equal_qn,24,24,24
stt4,page_0168,6,10,10,"[486, 913, 559, 997]","[486, 913, 559, 997]",1.000,detector,equal_qn,21,21,21
stt4,page_0168,7,13,13,"[411, 1070, 478, 1146]","[378, 1067, 451, 1146]",0.389,detector,equal_qn,22,22,22
stt4,page_0168,7,19,19,"[411, 1450, 478, 1525]","[380, 1441, 449, 1522]",0.347,detector,equal_qn,22,22,22
stt4,page_0168,9,5,5,"[199, 575, 268, 659]","[199, 575, 268, 659]",1.000,detector,equal_qn,20,20,20
stt4,page_0170,1,8,8,"[996, 806, 1068, 884]","[984, 807, 1061, 888]",0.731,detector,equal_qn,21,21,21
stt4,page_0170,4,17,17,"[709, 1405, 789, 1486]","[673, 1413, 746, 1493]",0.281,detector,conflict,21,21,22
stt4,page_0170,6,0,0,"[513, 259, 585, 332]","[513, 259, 585, 332]",1.000,detector,equal_qn,21,22,22
stt4,page_0170,6,18,19,"[515, 1451, 592, 1531]","[478, 1458, 549, 1537]",0.267,detector,equal_qn,21,22,22
stt4,page_0170,9,1,1,"[223, 299, 295, 378]","[223, 299, 295, 378]",1.000,detector,equal_qn,23,23,23
stt4,page_0170,9,5,5,"[223, 549, 292, 625]","[223, 549, 292, 625]",1.000,detector,equal_qn,23,23,23
stt4,page_0172,1,20,19,"[946, 1388, 1017, 1458]","[961, 1388, 1031, 1461]",0.636,detector,equal_ocr,24,23,24
stt4,page_0172,2,13,13,"[863, 994, 928, 1066]","[863, 994, 928, 1066]",1.000,detector,equal_qn,24,24,24
stt4,page_0172,3,21,21,"[763, 1417, 830, 1485]","[771, 1425, 835, 1492]",0.667,detector,equal_qn,25,25,25
stt4,page_0172,4,19,19,"[669, 1262, 738, 1327]","[669, 1262, 738, 1327]",1.000,detector,equal_qn,26,26,26
stt4,page_0172,5,1,1,"[570, 290, 635, 360]","[570, 290, 635, 360]",1.000,detector,equal_qn,27,27,27
stt4,page_0172,5,8,8,"[571, 664, 636, 729]","[571, 664, 636, 729]",1.000,detector,equal_qn,27,27,27
stt4,page_0174,1,10,10,"[970, 810, 1036, 882]","[970, 810, 1036, 882]",1.000,detector,equal_qn,24,24,24
stt4,page_0174,1,22,22,"[976, 1515, 1043, 1588]","[976, 1515, 1043, 1588]",1.000,detector,equal_qn,24,24,24
stt4,page_0174,3,15,15,"[776, 1124, 842, 1196]","[776, 1124, 842, 1196]",1.000,detector,equal_qn,24,24,24
stt4,page_0174,5,9,9,"[589, 808, 659, 884]","[589, 808, 659, 884]",1.000,detector,equal_qn,22,22,22
stt4,page_0174,6,14,15,"[489, 1121, 560, 1200]","[489, 1121, 560, 1200]",1.000,detector,equal_ocr,22,23,22
stt4,page_0174,8,7,6,"[288, 674, 356, 751]","[290, 672, 358, 750]",0.908,detector,equal_ocr,22,21,22
stt4,page_0174,9,19,19,"[195, 1490, 268, 1573]","[195, 1490, 268, 1573]",1.000,detector,equal_qn,21,21,21
stt4,page_0176,2,20,20,"[861, 1455, 927, 1531]","[861, 1455, 927, 1531]",1.000,detector,equal_qn,23,23,23
stt4,page_0176,3,11,11,"[760, 900, 829, 973]","[760, 900, 829, 973]",1.000,detector,equal_qn,23,23,23
stt4,page_0176,6,13,13,"[468, 993, 536, 1067]","[468, 993, 536, 1067]",1.000,detector,equal_qn,24,24,24
stt4,page_0176,7,5,5,"[383, 517, 449, 588]","[383, 517, 449, 588]",1.000,detector,equal_qn,24,24,24
stt4,page_0176,7,14,14,"[382, 1049, 447, 1120]","[370, 1050, 435, 1124]",0.649,detector,equal_qn,24,24,24
stt4,page_0176,9,1,1,"[175, 286, 247, 363]","[175, 286, 247, 363]",1.000,detector,equal_qn,23,23,23
stt4,page_0176,9,19,19,"[172, 1400, 248, 1474]","[183, 1404, 250, 1478]",0.754,detector,equal_qn,23,23,23
stt4,page_0182,2,9,9,"[891, 761, 956, 831]","[893, 761, 960, 832]",0.901,detector,equal_qn,24,24,24
stt4,page_0182,3,6,6,"[792, 554, 858, 621]","[792, 554, 858, 621]",1.000,detector,equal_qn,27,27,27
stt4,page_0182,8,12,12,"[289, 1016, 368, 1093]","[298, 1022, 372, 1104]",0.692,detector,equal_qn,22,22,22
stt4,page_0184,1,2,2,"[967, 363, 1041, 437]","[967, 376, 1034, 450]",0.644,detector,conflict,23,23,24
stt4,page_0184,3,1,1,"[773, 301, 839, 378]","[773, 301, 839, 378]",1.000,detector,equal_qn,23,23,23
stt4,page_0184,3,6,6,"[776, 612, 843, 686]","[770, 609, 842, 689]",0.837,detector,equal_qn,23,23,23
stt4,page_0184,7,7,7,"[378, 649, 447, 722]","[378, 649, 447, 722]",1.000,detector,equal_qn,24,24,24
stt4,page_0186,9,7,7,"[182, 726, 262, 806]","[182, 726, 262, 806]",1.000,midpoint,conflict,21,21,13
stt4,page_0188,1,19,19,"[967, 1510, 1038, 1594]","[967, 1510, 1038, 1594]",1.000,detector,equal_qn,21,21,21
stt4,page_0188,3,19,19,"[754, 1436, 822, 1514]","[754, 1436, 822, 1514]",1.000,detector,equal_qn,22,22,22
stt4,page_0188,5,1,1,"[555, 298, 625, 379]","[555, 298, 625, 379]",1.000,detector,equal_qn,22,22,22
stt4,page_0188,7,3,3,"[362, 421, 432, 498]","[362, 421, 432, 498]",1.000,detector,equal_qn,22,22,22
stt4,page_0188,8,7,7,"[269, 653, 330, 724]","[263, 658, 330, 734]",0.746,detector,equal_ocr,24,23,24
stt4,page_0188,8,15,15,"[269, 1122, 330, 1193]","[264, 1131, 328, 1202]",0.701,detector,equal_ocr,24,23,24
stt4,page_0190,1,10,10,"[970, 879, 1035, 955]","[970, 879, 1035, 955]",1.000,detector,equal_qn,22,22,22
stt4,page_0190,2,7,7,"[871, 690, 940, 766]","[870, 685, 937, 763]",0.852,detector,equal_ocr,22,21,22
stt4,page_0190,6,8,8,"[484, 723, 563, 796]","[487, 729, 560, 805]",0.761,detector,equal_qn,23,23,23
stt4,page_0190,9,5,5,"[184, 568, 264, 649]","[181, 569, 254, 653]",0.799,detector,equal_qn,21,21,21
stt4,page_0190,9,19,19,"[184, 1510, 264, 1591]","[165, 1511, 241, 1593]",0.559,detector,equal_qn,21,21,21
stt4,page_0192,1,3,3,"[968, 439, 1038, 522]","[968, 439, 1038, 522]",1.000,detector,equal_qn,21,21,21
stt4,page_0192,1,11,11,"[964, 981, 1040, 1065]","[964, 981, 1040, 1065]",1.000,detector,equal_qn,21,21,21
stt4,page_0192,2,16,16,"[850, 1378, 925, 1466]","[850, 1378, 925, 1466]",1.000,detector,equal_qn,20,20,20
stt4,page_0192,3,13,13,"[750, 1068, 825, 1149]","[750, 1068, 825, 1149]",1.000,detector,equal_qn,22,22,22
stt4,page_0192,4,7,7,"[665, 734, 738, 812]","[665, 734, 738, 812]",1.000,detector,equal_qn,8,8,8
stt4,page_0192,7,12,12,"[383, 1069, 454, 1152]","[360, 1052, 432, 1137]",0.384,detector,equal_qn,20,20,20
stt4,page_0192,8,10,10,"[294, 929, 359, 1012]","[277, 928, 342, 1005]",0.540,detector,conflict,20,21,22
stt4,page_0194,6,13,13,"[489, 1112, 560, 1194]","[489, 1112, 560, 1194]",1.000,detector,equal_qn,21,21,21
stt4,page_0194,8,5,5,"[291, 556, 360, 638]","[289, 548, 361, 630]",0.791,detector,equal_qn,21,22,22
stt4,page_0196,3,15,15,"[795, 1308, 874, 1393]","[795, 1308, 874, 1393]",1.000,midpoint,conflict,20,20,22
stt4,page_0196,6,15,15,"[526, 1203, 599, 1280]","[501, 1202, 573, 1286]",0.450,detector,equal_qn,22,22,22
stt4,page_0196,9,5,5,"[222, 560, 291, 642]","[222, 560, 291, 642]",1.000,detector,equal_qn,22,22,22
stt4,page_0196,9,11,11,"[213, 936, 284, 1018]","[213, 936, 284, 1018]",1.000,detector,equal_qn,22,22,22
stt4,page_0196,9,21,21,"[222, 1583, 299, 1654]","[192, 1582, 261, 1654]",0.361,detector,equal_qn,22,22,22
stt4,page_0198,2,13,13,"[872, 1019, 943, 1094]","[872, 1019, 943, 1094]",1.000,detector,equal_qn,23,23,23
stt4,page_0198,3,0,0,"[758, 238, 831, 311]","[758, 238, 831, 311]",1.000,detector,equal_qn,22,22,22
stt4,page_0198,3,9,9,"[762, 800, 832, 875]","[767, 805, 834, 881]",0.786,detector,equal_qn,22,22,22
stt4,page_0198,7,17,17,"[370, 1256, 445, 1329]","[380, 1245, 451, 1325]",0.672,detector,equal_qn,23,23,23
stt4,page_0198,8,17,17,"[278, 1309, 352, 1385]","[280, 1309, 353, 1386]",0.948,detector,equal_qn,22,22,22
stt4,page_0198,9,1,1,"[192, 293, 254, 365]","[182, 294, 254, 370]",0.795,detector,equal_qn,23,23,23
stt4,page_0202,1,20,20,"[929, 1569, 1011, 1643]","[929, 1569, 1011, 1643]",1.000,midpoint,conflict,21,21,19
stt4,page_0202,4,17,17,"[689, 1418, 771, 1508]","[689, 1418, 771, 1508]",1.000,detector,equal_qn,20,20,20
stt4,page_0202,5,20,20,"[600, 1527, 673, 1603]","[600, 1527, 673, 1603]",1.000,detector,equal_qn,22,22,22
stt4,page_0202,8,4,4,"[271, 502, 342, 578]","[277, 495, 348, 577]",0.769,detector,equal_ocr,22,23,22
stt4,page_0204,1,0,0,"[957, 227, 1026, 296]","[957, 227, 1026, 296]",1.000,detector,equal_qn,23,23,23
stt4,page_0204,2,2,2,"[860, 345, 928, 418]","[860, 345, 928, 418]",1.000,detector,equal_qn,23,23,23
stt4,page_0204,5,9,9,"[569, 758, 633, 830]","[569, 758, 633, 830]",1.000,detector,equal_qn,24,24,24
stt4,page_0206,5,3,3,"[571, 426, 646, 508]","[571, 426, 646, 508]",1.000,detector,equal_qn,11,11,11
stt4,page_0206,8,16,16,"[280, 1209, 349, 1283]","[267, 1200, 338, 1278]",0.603,detector,equal_qn,23,23,23
stt4,page_0208,2,11,11,"[877, 931, 948, 1008]","[877, 931, 948, 1008]",1.000,detector,equal_qn,22,22,22
stt4,page_0208,4,4,4,"[679, 508, 751, 588]","[688, 504, 759, 583]",0.711,detector,equal_qn,21,21,21
stt4,page_0208,7,1,1,"[387, 311, 458, 391]","[387, 311, 458, 391]",1.000,detector,equal_qn,22,22,22
stt4,page_0208,8,2,2,"[292, 382, 361, 461]","[292, 382, 361, 461]",1.000,detector,equal_qn,10,10,10
stt4,page_0210,2,5,5,"[904, 612, 974, 696]","[904, 594, 975, 676]",0.620,detector,conflict,20,20,21
stt4,page_0210,3,18,18,"[801, 1323, 873, 1394]","[790, 1325, 858, 1399]",0.633,detector,equal_qn,24,24,24
