book,page,column,n_ocr,n_qn,n_det,count_source
stt2,page_0110,1,20,20,20,equal_qn
stt2,page_0110,2,19,20,20,legacy_locked_col
stt2,page_0110,3,21,21,21,equal_qn
stt2,page_0110,4,21,21,21,legacy_locked_col
stt2,page_0110,5,20,20,20,legacy_locked_col
stt2,page_0110,6,21,21,21,equal_qn
stt2,page_0110,7,20,20,20,legacy_locked_col
stt2,page_0110,8,20,20,20,equal_qn
stt2,page_0110,9,22,22,22,legacy_locked_col
stt2,page_0112,1,21,21,21,equal_qn
stt2,page_0112,2,21,21,21,equal_qn
stt2,page_0112,3,20,21,21,legacy_locked_col
stt2,page_0112,4,21,22,22,legacy_locked_col
stt2,page_0112,5,22,22,22,equal_qn
stt2,page_0112,6,21,21,21,equal_qn
stt2,page_0112,7,23,23,23,legacy_locked_col
stt2,page_0112,8,22,22,22,legacy_locked_col
stt2,page_0112,9,21,22,21,equal_ocr
stt2,page_0114,1,22,21,22,legacy_locked_col
stt2,page_0114,2,21,21,21,equal_qn
stt2,page_0114,3,22,22,22,equal_qn
stt2,page_0114,4,22,23,22,legacy_locked_col
stt2,page_0114,5,22,22,22,equal_qn
stt2,page_0114,6,21,21,21,legacy_locked_col
stt2,page_0114,7,20,21,21,equal_qn
stt2,page_0114,8,18,18,18,equal_qn
stt2,page_0114,9,11,11,10,conflict
stt2,page_0116,1,20,20,20,equal_qn
stt2,page_0116,2,20,20,20,legacy_locked_col
stt2,page_0116,3,15,15,15,equal_qn
stt2,page_0116,4,21,21,20,legacy_locked_col
stt2,page_0116,5,20,20,20,equal_qn
stt2,page_0116,6,20,20,20,equal_qn
stt2,page_0116,7,22,23,23,equal_qn
stt2,page_0116,8,23,23,23,equal_qn
stt2,page_0116,9,21,23,23,equal_qn
stt2,page_0118,1,23,23,23,equal_qn
stt2,page_0118,2,22,22,22,equal_qn
stt2,page_0118,3,23,23,25,conflict
stt2,page_0118,4,22,22,22,legacy_locked_col
stt2,page_0118,5,21,22,22,equal_qn
stt2,page_0118,6,23,23,23,equal_qn
stt2,page_0118,7,20,20,20,legacy_locked_col
stt2,page_0118,8,21,22,21,equal_ocr
stt2,page_0118,9,22,23,22,legacy_locked_col
stt2,page_0120,1,21,21,22,legacy_locked_col
stt2,page_0120,2,20,20,20,equal_qn
stt2,page_0120,3,21,21,21,legacy_locked_col
stt2,page_0120,4,21,21,21,equal_qn
stt2,page_0120,5,22,23,23,legacy_locked_col
stt2,page_0120,6,23,24,19,legacy_locked_col
stt2,page_0120,7,22,22,22,equal_qn
stt2,page_0120,8,22,22,22,equal_qn
stt2,page_0120,9,20,20,20,equal_qn
stt2,page_0122,1,22,22,22,equal_qn
stt2,page_0122,2,21,21,21,legacy_locked_col
stt2,page_0122,3,22,22,22,equal_qn
stt2,page_0122,4,21,21,21,equal_qn
stt2,page_0122,5,22,22,22,equal_qn
stt2,page_0122,6,22,22,21,legacy_locked_col
stt2,page_0122,7,22,22,22,legacy_locked_col
stt2,page_0122,8,22,22,20,legacy_locked_col
stt2,page_0122,9,20,21,20,equal_ocr
stt2,page_0124,1,21,21,21,legacy_locked_col
stt2,page_0124,2,22,23,23,legacy_locked_col
stt2,page_0124,3,23,23,23,legacy_locked_col
stt2,page_0124,4,21,21,21,legacy_locked_col
stt2,page_0124,5,22,22,22,equal_qn
stt2,page_0124,6,20,20,20,equal_qn
stt2,page_0124,7,21,22,22,legacy_locked_col
stt2,page_0124,8,22,23,23,equal_qn
stt2,page_0124,9,20,20,19,legacy_locked_col
stt2,page_0126,1,22,22,22,legacy_locked_col
stt2,page_0126,2,22,23,22,legacy_locked_col
stt2,page_0126,3,23,23,23,equal_qn
stt2,page_0126,4,21,22,21,equal_ocr
stt2,page_0126,5,21,21,21,legacy_locked_col
stt2,page_0126,6,22,22,22,legacy_locked_col
stt2,page_0126,7,21,21,22,conflict
stt2,page_0126,8,22,23,23,equal_qn
stt2,page_0126,9,22,22,21,legacy_locked_col
stt2,page_0128,1,20,20,20,legacy_locked_col
stt2,page_0128,2,21,21,21,equal_qn
stt2,page_0128,3,22,22,22,equal_qn
stt2,page_0128,4,22,22,22,legacy_locked_col
stt2,page_0128,5,23,23,23,equal_qn
stt2,page_0128,6,21,21,21,legacy_locked_col
stt2,page_0128,7,21,21,21,equal_qn
stt2,page_0128,8,22,22,22,equal_qn
stt2,page_0128,9,21,21,21,legacy_locked_col
stt2,page_0130,1,23,23,23,legacy_locked_col
stt2,page_0130,2,22,22,22,legacy_locked_col
stt2,page_0130,3,21,21,21,legacy_locked_col
stt2,page_0130,4,22,22,22,equal_qn
stt2,page_0130,5,22,22,22,legacy_locked_col
stt2,page_0130,6,23,25,23,equal_ocr
stt2,page_0130,7,22,22,22,legacy_locked_col
stt2,page_0130,8,22,22,22,legacy_locked_col
stt2,page_0130,9,21,21,21,legacy_locked_col
stt2,page_0132,1,21,20,21,legacy_locked_col
stt2,page_0132,2,21,21,21,equal_qn
stt2,page_0132,3,22,22,22,equal_qn
stt2,page_0132,4,21,24,21,equal_ocr
stt2,page_0132,5,23,23,23,legacy_locked_col
stt2,page_0132,6,19,19,19,legacy_locked_col
stt2,page_0132,7,21,21,21,equal_qn
stt2,page_0132,8,15,14,15,equal_ocr
stt2,page_0132,9,20,20,20,equal_qn
stt2,page_0134,1,21,21,21,equal_qn
stt2,page_0134,2,21,21,21,equal_qn
stt2,page_0134,3,22,22,22,legacy_locked_col
stt2,page_0134,4,23,23,23,equal_qn
stt2,page_0134,5,21,21,21,legacy_locked_col
stt2,page_0134,6,22,22,22,equal_qn
stt2,page_0134,7,22,22,21,legacy_locked_col
stt2,page_0134,8,20,19,20,equal_ocr
stt2,page_0134,9,21,21,21,equal_qn
stt2,page_0136,1,14,14,14,legacy_locked_col
stt2,page_0136,2,7,7,7,equal_qn
stt2,page_0136,3,21,19,21,equal_ocr
stt2,page_0136,4,22,22,22,legacy_locked_col
stt2,page_0136,5,23,23,23,equal_qn
stt2,page_0136,6,22,22,22,equal_qn
stt2,page_0136,7,21,22,21,equal_ocr
stt2,page_0136,8,20,22,22,equal_qn
stt2,page_0136,9,21,21,21,equal_qn
stt2,page_0138,1,22,22,22,legacy_locked_col
stt2,page_0138,2,23,23,23,equal_qn
stt2,page_0138,3,22,22,22,legacy_locked_col
stt2,page_0138,4,22,22,22,legacy_locked_col
stt2,page_0138,5,23,23,23,legacy_locked_col
stt2,page_0138,6,21,18,21,equal_ocr
stt2,page_0138,7,21,21,21,equal_qn
stt2,page_0138,8,22,22,22,equal_qn
stt2,page_0138,9,22,22,22,legacy_locked_col
stt2,page_0140,1,13,13,13,equal_qn
stt2,page_0140,2,18,18,18,equal_qn
stt2,page_0140,3,14,13,14,equal_ocr
stt2,page_0140,4,22,19,22,equal_ocr
stt2,page_0140,5,21,21,21,legacy_locked_col
stt2,page_0140,6,22,22,22,equal_qn
stt2,page_0140,7,22,22,22,legacy_locked_col
stt2,page_0140,8,21,21,21,equal_qn
stt2,page_0140,9,21,22,22,equal_qn
stt2,page_0142,1,19,19,19,equal_qn
stt2,page_0142,2,17,18,18,legacy_locked_col
stt2,page_0142,3,19,19,19,equal_qn
stt2,page_0142,4,20,20,20,legacy_locked_col
stt2,page_0142,5,20,20,20,legacy_locked_col
stt2,page_0142,6,20,20,20,equal_qn
stt2,page_0142,7,19,19,19,legacy_locked_col
stt2,page_0142,8,19,19,19,legacy_locked_col
stt2,page_0142,9,21,21,21,equal_qn
stt2,page_0142_p0132,1,20,20,20,legacy_locked_col
stt2,page_0142_p0132,2,23,23,23,legacy_locked_col
stt2,page_0142_p0132,3,21,21,21,legacy_locked_col
stt2,page_0142_p0132,4,21,21,21,legacy_locked_col
stt2,page_0142_p0132,5,24,24,24,equal_qn
stt2,page_0142_p0132,6,21,21,21,legacy_locked_col
stt2,page_0142_p0132,7,22,22,22,equal_qn
stt2,page_0142_p0132,8,20,20,20,legacy_locked_col
stt2,page_0142_p0132,9,20,21,19,legacy_locked_col
stt2,page_0146,1,22,22,22,equal_qn
stt2,page_0146,2,20,20,20,legacy_locked_col
stt2,page_0146,3,12,12,12,legacy_locked_col
stt2,page_0146,4,17,13,17,equal_ocr
stt2,page_0146,5,9,14,9,equal_ocr
stt2,page_0146,6,21,21,21,equal_qn
stt2,page_0146,7,21,21,21,legacy_locked_col
stt2,page_0146,8,22,22,22,equal_qn
stt2,page_0146,9,23,23,23,equal_qn
stt2,page_0148,1,22,19,22,legacy_locked_col
stt2,page_0148,2,22,22,22,equal_qn
stt2,page_0148,3,22,22,22,equal_qn
stt2,page_0148,4,22,22,22,equal_qn
stt2,page_0148,5,21,21,21,legacy_locked_col
stt2,page_0148,6,22,22,22,equal_qn
stt2,page_0148,7,20,21,21,legacy_locked_col
stt2,page_0148,8,20,20,20,legacy_locked_col
stt2,page_0148,9,20,21,21,legacy_locked_col
stt2,page_0150,1,21,21,21,equal_qn
stt2,page_0150,2,21,21,21,legacy_locked_col
stt2,page_0150,3,21,21,21,legacy_locked_col
stt2,page_0150,4,21,21,21,legacy_locked_col
stt2,page_0150,5,21,21,21,equal_qn
stt2,page_0150,6,20,20,20,equal_qn
stt2,page_0150,7,21,21,21,equal_qn
stt2,page_0150,8,20,21,20,equal_ocr
stt2,page_0150,9,21,21,21,equal_qn
stt2,page_0152,1,21,21,21,equal_qn
stt2,page_0152,2,22,22,22,legacy_locked_col
stt2,page_0152,3,21,21,21,equal_qn
stt2,page_0152,4,19,19,19,legacy_locked_col
stt2,page_0152,5,21,21,21,equal_qn
stt2,page_0152,6,20,20,20,legacy_locked_col
stt2,page_0152,7,22,20,21,legacy_locked_col
stt2,page_0152,8,21,21,21,legacy_locked_col
stt2,page_0152,9,20,20,20,equal_qn
stt2,page_0154,1,21,21,21,legacy_locked_col
stt2,page_0154,2,19,19,19,equal_qn
stt2,page_0154,3,20,20,20,equal_qn
stt2,page_0154,4,19,20,20,legacy_locked_col
stt2,page_0154,5,20,20,20,equal_qn
stt2,page_0154,6,20,20,20,equal_qn
stt2,page_0154,7,21,21,21,equal_qn
stt2,page_0154,8,21,21,21,equal_qn
stt2,page_0154,9,19,20,20,legacy_locked_col
stt2,page_0156,1,22,22,22,equal_qn
stt2,page_0156,2,14,14,14,equal_qn
stt2,page_0156,3,21,21,21,equal_qn
stt2,page_0156,4,20,20,19,legacy_locked_col
stt2,page_0156,5,21,21,21,equal_qn
stt2,page_0156,6,21,21,21,legacy_locked_col
stt2,page_0156,7,20,21,21,legacy_locked_col
stt2,page_0156,8,20,20,20,legacy_locked_col
stt2,page_0156,9,20,20,20,legacy_locked_col
stt2,page_0158,1,22,22,22,equal_qn
stt2,page_0158,2,19,20,20,legacy_locked_col
stt2,page_0158,3,20,21,21,equal_qn
stt2,page_0158,4,19,19,19,legacy_locked_col
stt2,page_0158,5,21,19,21,equal_ocr
stt2,page_0158,6,20,20,20,equal_qn
stt2,page_0158,7,21,21,21,equal_qn
stt2,page_0158,8,19,19,19,legacy_locked_col
stt2,page_0158,9,20,21,20,equal_ocr
stt2,page_0160,1,19,19,19,equal_qn
stt2,page_0160,2,18,19,19,legacy_locked_col
stt2,page_0160,3,20,20,20,equal_qn
stt2,page_0160,4,19,20,20,legacy_locked_col
stt2,page_0160,5,21,18,21,equal_ocr
stt2,page_0160,6,20,20,20,legacy_locked_col
stt2,page_0160,7,19,20,20,equal_qn
stt2,page_0160,8,6,6,6,equal_qn
stt2,page_0160,9,18,18,16,legacy_locked_col
stt2,page_0162,1,20,20,20,equal_qn
stt2,page_0162,2,20,20,20,legacy_locked_col
stt2,page_0162,3,19,19,19,legacy_locked_col
stt2,page_0162,4,18,18,18,legacy_locked_col
stt2,page_0162,5,18,18,18,legacy_locked_col
stt2,page_0162,6,8,8,8,equal_qn
stt2,page_0162,7,17,17,17,equal_qn
stt2,page_0162,8,11,11,11,equal_qn
stt2,page_0162,9,18,18,18,equal_qn
stt2,page_0164,1,9,10,10,equal_qn
stt2,page_0164,2,19,19,19,equal_qn
stt2,page_0164,3,20,20,20,legacy_locked_col
stt2,page_0164,4,17,17,17,equal_qn
stt2,page_0164,5,19,19,19,equal_qn
stt2,page_0164,6,18,18,18,equal_qn
stt2,page_0164,7,18,18,18,legacy_locked_col
stt2,page_0164,8,19,19,19,equal_qn
stt2,page_0164,9,19,19,18,legacy_locked_col
stt2,page_0166,1,18,18,18,legacy_locked_col
stt2,page_0166,2,20,20,20,equal_qn
stt2,page_0166,3,18,18,18,equal_qn
stt2,page_0166,4,18,20,18,legacy_locked_col
stt2,page_0166,5,18,18,18,equal_qn
stt2,page_0166,6,18,18,18,equal_qn
stt2,page_0166,7,19,19,19,equal_qn
stt2,page_0166,8,19,19,19,equal_qn
stt2,page_0166,9,18,18,19,conflict
stt2,page_0168,1,19,19,19,legacy_locked_col
stt2,page_0168,2,17,17,17,equal_qn
stt2,page_0168,3,19,19,19,equal_qn
stt2,page_0168,4,19,19,19,equal_qn
stt2,page_0168,5,19,19,19,legacy_locked_col
stt2,page_0168,6,18,18,18,equal_qn
stt2,page_0168,7,18,19,19,equal_qn
stt2,page_0168,8,18,18,18,legacy_locked_col
stt2,page_0168,9,19,19,19,equal_qn
stt2,page_0170,1,18,18,18,legacy_locked_col
stt2,page_0170,2,19,19,19,legacy_locked_col
stt2,page_0170,3,19,19,19,legacy_locked_col
stt2,page_0170,4,19,19,18,legacy_locked_col
stt2,page_0170,5,19,19,19,equal_qn
stt2,page_0170,6,20,20,20,equal_qn
stt2,page_0170,7,20,20,19,legacy_locked_col
stt2,page_0170,8,17,17,17,equal_qn
stt2,page_0170,9,19,20,20,equal_qn
stt2,page_0172,1,19,19,19,equal_qn
stt2,page_0172,2,19,19,19,legacy_locked_col
stt2,page_0172,3,18,18,18,equal_qn
stt2,page_0172,4,20,20,20,legacy_locked_col
stt2,page_0172,5,20,20,20,equal_qn
stt2,page_0172,6,19,19,19,equal_qn
stt2,page_0172,7,19,19,19,equal_qn
stt2,page_0172,8,19,19,19,equal_qn
stt2,page_0172,9,18,18,18,equal_qn
stt2,page_0174,1,21,21,21,legacy_locked_col
stt2,page_0174,2,21,21,21,equal_qn
stt2,page_0174,3,21,21,21,equal_qn
stt2,page_0174,4,20,20,20,equal_qn
stt2,page_0174,5,18,19,19,legacy_locked_col
stt2,page_0174,6,19,17,19,equal_ocr
stt2,page_0174,7,19,19,19,equal_qn
stt2,page_0174,8,19,19,19,equal_qn
stt2,page_0174,9,20,20,20,equal_qn
stt2,page_0176,1,18,18,18,equal_qn
stt2,page_0176,2,19,19,19,equal_qn
stt2,page_0176,3,18,18,18,equal_qn
stt2,page_0176,4,20,20,20,equal_qn
stt2,page_0176,5,19,18,19,equal_ocr
stt2,page_0176,6,19,19,19,legacy_locked_col
stt2,page_0176,7,20,20,20,equal_qn
stt2,page_0176,8,19,19,19,legacy_locked_col
stt2,page_0176,9,18,18,18,equal_qn
stt2,page_0178,1,19,20,19,equal_ocr
stt2,page_0178,2,18,18,18,legacy_locked_col
stt2,page_0178,3,19,19,19,equal_qn
stt2,page_0178,4,18,19,19,legacy_locked_col
stt2,page_0178,5,19,19,19,legacy_locked_col
stt2,page_0178,6,18,18,18,legacy_locked_col
stt2,page_0178,7,19,19,19,equal_qn
stt2,page_0178,8,19,19,19,legacy_locked_col
stt2,page_0178,9,19,19,19,equal_qn
stt2,page_0180,1,19,19,19,legacy_locked_col
stt2,page_0180,2,19,19,19,legacy_locked_col
stt2,page_0180,3,19,20,20,legacy_locked_col
stt2,page_0180,4,19,19,19,legacy_locked_col
stt2,page_0180,5,19,19,19,legacy_locked_col
stt2,page_0180,6,19,19,19,equal_qn
stt2,page_0180,7,19,19,19,equal_qn
stt2,page_0180,8,18,18,18,legacy_locked_col
stt2,page_0180,9,20,20,20,equal_qn
stt2,page_0182,1,18,18,18,equal_qn
stt2,page_0182,2,18,18,18,equal_qn
stt2,page_0182,3,20,20,20,equal_qn
stt2,page_0182,4,19,19,19,equal_qn
stt2,page_0182,5,19,19,19,equal_qn
stt2,page_0182,6,18,18,18,equal_qn
stt2,page_0182,7,17,17,18,conflict
stt2,page_0182,8,18,20,18,equal_ocr
stt2,page_0182,9,20,20,20,equal_qn
stt2,page_0184,1,18,18,18,equal_qn
stt2,page_0184,2,17,17,17,equal_qn
stt2,page_0184,3,18,18,18,equal_qn
stt2,page_0184,4,19,19,19,legacy_locked_col
stt2,page_0184,5,20,20,20,legacy_locked_col
stt2,page_0184,6,20,20,20,equal_qn
stt2,page_0184,7,14,14,14,equal_qn
stt2,page_0184,8,20,20,20,legacy_locked_col
stt2,page_0184,9,18,18,18,equal_qn
stt2,page_0186,1,19,19,19,equal_qn
stt2,page_0186,2,19,19,19,legacy_locked_col
stt2,page_0186,3,18,18,18,equal_qn
stt2,page_0186,4,19,19,19,legacy_locked_col
stt2,page_0186,5,20,20,20,equal_qn
stt2,page_0186,6,20,19,19,legacy_locked_col
stt2,page_0186,7,19,19,18,legacy_locked_col
stt2,page_0186,8,17,17,17,equal_qn
stt2,page_0186,9,17,17,17,equal_qn
stt2,page_0188,1,19,19,19,legacy_locked_col
stt2,page_0188,2,20,20,20,legacy_locked_col
stt2,page_0188,3,19,19,19,equal_qn
stt2,page_0188,4,19,19,19,equal_qn
stt2,page_0188,5,19,19,19,legacy_locked_col
stt2,page_0188,6,18,18,18,equal_qn
stt2,page_0188,7,18,18,18,equal_qn
stt2,page_0188,8,19,19,19,equal_qn
stt2,page_0188,9,18,19,19,equal_qn
stt2,page_0190,1,20,19,20,equal_ocr
stt2,page_0190,2,19,19,19,legacy_locked_col
stt2,page_0190,3,19,19,19,equal_qn
stt2,page_0190,4,18,18,18,equal_qn
stt2,page_0190,5,19,18,19,equal_ocr
stt2,page_0190,6,19,19,19,equal_qn
stt2,page_0190,7,18,18,18,equal_qn
stt2,page_0190,8,18,18,18,legacy_locked_col
stt2,page_0190,9,17,17,17,equal_qn
stt2,page_0192,1,19,19,19,legacy_locked_col
stt2,page_0192,2,18,18,18,legacy_locked_col
stt2,page_0192,3,18,18,18,legacy_locked_col
stt2,page_0192,4,20,20,20,equal_qn
stt2,page_0192,5,19,19,19,legacy_locked_col
stt2,page_0192,6,19,19,19,equal_qn
stt2,page_0192,7,18,18,18,legacy_locked_col
stt2,page_0192,8,20,20,20,legacy_locked_col
stt2,page_0192,9,19,18,18,legacy_locked_col
stt2,page_0194,1,20,20,20,legacy_locked_col
stt2,page_0194,2,18,19,19,equal_qn
stt2,page_0194,3,19,18,19,legacy_locked_col
stt2,page_0194,4,18,19,19,legacy_locked_col
stt2,page_0194,5,18,19,18,equal_ocr
stt2,page_0194,6,18,19,19,equal_qn
stt2,page_0194,7,17,17,17,legacy_locked_col
stt2,page_0194,8,17,18,17,equal_ocr
stt2,page_0194,9,17,18,16,legacy_locked_col
stt2,page_0196,1,7,7,7,equal_qn
stt2,page_0196,2,18,15,18,equal_ocr
stt2,page_0196,3,16,16,16,equal_qn
stt2,page_0196,4,17,17,17,legacy_locked_col
stt2,page_0196,5,18,20,18,legacy_locked_col
stt2,page_0196,6,18,19,18,equal_ocr
stt2,page_0196,7,19,19,19,legacy_locked_col
stt2,page_0196,8,19,19,19,legacy_locked_col
stt2,page_0196,9,18,18,18,legacy_locked_col
stt2,page_0198,1,21,20,21,equal_ocr
stt2,page_0198,2,18,18,18,legacy_locked_col
stt2,page_0198,3,18,18,19,conflict
stt2,page_0198,4,18,18,18,legacy_locked_col
stt2,page_0198,5,18,18,18,equal_qn
stt2,page_0198,6,18,18,18,equal_qn
stt2,page_0198,7,19,19,19,equal_qn
stt2,page_0198,8,19,19,19,equal_qn
stt2,page_0198,9,20,21,20,equal_ocr
stt2,page_0200,1,20,20,20,equal_qn
stt2,page_0200,2,20,21,20,legacy_locked_col
stt2,page_0200,3,20,20,20,equal_qn
stt2,page_0200,4,20,20,20,legacy_locked_col
stt2,page_0200,5,20,21,21,equal_qn
stt2,page_0200,6,19,19,19,equal_qn
stt2,page_0200,7,19,19,19,legacy_locked_col
stt2,page_0200,8,19,19,19,equal_qn
stt2,page_0200,9,19,19,19,equal_qn
stt2,page_0202,1,21,20,20,legacy_locked_col
stt2,page_0202,2,20,20,20,equal_qn
stt2,page_0202,3,19,19,19,legacy_locked_col
stt2,page_0202,4,19,20,20,equal_qn
stt2,page_0202,5,20,20,20,equal_qn
stt2,page_0202,6,18,18,18,legacy_locked_col
stt2,page_0202,7,18,18,17,legacy_locked_col
stt2,page_0202,8,18,18,18,legacy_locked_col
stt2,page_0202,9,16,19,17,conflict
stt2,page_0204,1,18,18,18,legacy_locked_col
stt2,page_0204,2,19,19,19,legacy_locked_col
stt2,page_0204,3,19,19,19,equal_qn
stt2,page_0204,4,18,18,18,legacy_locked_col
stt2,page_0204,5,18,18,18,equal_qn
stt2,page_0204,6,18,18,18,equal_qn
stt2,page_0204,7,19,19,19,equal_qn
stt2,page_0204,8,18,18,18,equal_qn
stt2,page_0204,9,12,13,13,equal_qn
stt2,page_0206,1,19,19,19,equal_qn
stt2,page_0206,2,18,19,18,legacy_locked_col
stt2,page_0206,3,20,20,20,equal_qn
stt2,page_0206,4,19,19,18,legacy_locked_col
stt2,page_0206,5,20,20,20,equal_qn
stt2,page_0206,6,19,19,19,equal_qn
stt2,page_0206,7,20,20,20,legacy_locked_col
stt2,page_0206,8,20,20,20,legacy_locked_col
stt2,page_0206,9,20,20,19,legacy_locked_col
stt2,page_0208,1,21,21,21,legacy_locked_col
stt2,page_0208,2,17,18,17,equal_ocr
stt2,page_0208,3,19,19,19,legacy_locked_col
stt2,page_0208,4,20,20,20,equal_qn
stt2,page_0208,5,19,19,19,equal_qn
stt2,page_0208,6,17,17,17,legacy_locked_col
stt2,page_0208,7,19,16,19,equal_ocr
stt2,page_0208,8,17,17,17,legacy_locked_col
stt2,page_0208,9,17,17,17,equal_qn
stt2,page_0210,1,18,18,18,legacy_locked_col
stt2,page_0210,2,20,20,21,legacy_locked_col
stt2,page_0210,3,20,21,20,legacy_locked_col
stt2,page_0210,4,18,6,18,equal_ocr
stt2,page_0210,5,20,20,20,legacy_locked_col
stt2,page_0210,6,19,19,19,legacy_locked_col
stt2,page_0210,7,19,19,19,legacy_locked_col
stt2,page_0210,8,18,18,18,equal_qn
stt2,page_0210,9,19,22,18,legacy_locked_col
stt2,page_0212,1,19,19,19,equal_qn
stt2,page_0212,2,19,19,19,legacy_locked_col
stt2,page_0212,3,11,11,11,equal_qn
stt2,page_0212,4,11,11,11,equal_qn
stt2,page_0212,5,18,19,20,conflict
stt2,page_0212,6,19,19,19,equal_qn
stt2,page_0212,7,20,21,20,legacy_locked_col
stt2,page_0212,8,20,20,20,legacy_locked_col
stt2,page_0212,9,20,20,21,legacy_locked_col
stt2,page_0214,1,21,21,21,legacy_locked_col
stt2,page_0214,2,22,22,22,equal_qn
stt2,page_0214,3,20,20,20,legacy_locked_col
stt2,page_0214,4,22,22,22,equal_qn
stt2,page_0214,5,22,21,22,equal_ocr
stt2,page_0214,6,19,15,19,equal_ocr
stt2,page_0214,7,20,24,20,legacy_locked_col
stt2,page_0214,8,21,21,21,legacy_locked_col
stt2,page_0214,9,20,20,19,legacy_locked_col
stt2,page_0216,1,20,20,20,legacy_locked_col
stt2,page_0216,2,19,19,19,legacy_locked_col
stt2,page_0216,3,20,20,20,legacy_locked_col
stt2,page_0216,4,19,19,19,equal_qn
stt2,page_0216,5,19,19,19,equal_qn
stt2,page_0216,6,21,22,21,equal_ocr
stt2,page_0216,7,19,20,20,equal_qn
stt2,page_0216,8,20,20,20,equal_qn
stt2,page_0216,9,20,20,20,equal_qn
stt2,page_0218,1,20,20,20,equal_qn
stt2,page_0218,2,19,19,19,equal_qn
stt2,page_0218,3,18,18,18,equal_qn
stt2,page_0218,4,20,20,20,equal_qn
stt2,page_0218,5,21,21,21,equal_qn
stt2,page_0218,6,3,3,3,equal_qn
stt2,page_0218,7,18,18,18,equal_qn
stt2,page_0218,8,11,11,11,equal_qn
stt2,page_0218,9,19,20,19,equal_ocr
stt2,page_0220,1,19,19,19,legacy_locked_col
stt2,page_0220,2,20,20,20,legacy_locked_col
stt2,page_0220,3,19,19,19,equal_qn
stt2,page_0220,4,19,19,19,legacy_locked_col
stt2,page_0220,5,20,20,20,legacy_locked_col
stt2,page_0220,6,20,20,20,legacy_locked_col
stt2,page_0220,7,20,21,20,legacy_locked_col
stt2,page_0220,8,19,19,20,conflict
stt2,page_0220,9,19,20,20,equal_qn
stt2,page_0222,1,20,20,20,equal_qn
stt2,page_0222,2,19,19,19,equal_qn
stt2,page_0222,3,20,18,21,conflict
stt2,page_0222,4,20,20,20,equal_qn
stt2,page_0222,5,20,20,20,equal_qn
stt2,page_0222,6,18,18,18,legacy_locked_col
stt2,page_0222,7,19,19,19,legacy_locked_col
stt2,page_0222,8,19,19,19,equal_qn
stt2,page_0222,9,20,21,21,equal_qn
stt2,page_0224,1,21,21,21,equal_qn
stt2,page_0224,2,20,20,20,legacy_locked_col
stt2,page_0224,3,19,19,19,legacy_locked_col
stt2,page_0224,4,21,21,21,equal_qn
stt2,page_0224,5,16,16,16,equal_qn
stt2,page_0224,6,10,12,10,equal_ocr
stt2,page_0224,7,20,18,21,conflict
stt2,page_0224,8,20,20,20,legacy_locked_col
stt2,page_0224,9,20,20,20,equal_qn
stt2,page_0226,1,19,19,19,equal_qn
stt2,page_0226,2,19,19,19,legacy_locked_col
stt2,page_0226,3,19,19,19,equal_qn
stt2,page_0226,4,20,20,20,equal_qn
stt2,page_0226,5,22,23,22,equal_ocr
stt2,page_0226,6,20,21,20,equal_ocr
stt2,page_0226,7,21,22,22,legacy_locked_col
stt2,page_0226,8,22,25,22,legacy_locked_col
stt2,page_0226,9,16,16,16,legacy_locked_col
stt2,page_0228,1,12,12,12,equal_qn
stt2,page_0228,2,19,19,19,equal_qn
stt2,page_0228,3,17,19,19,legacy_locked_col
stt2,page_0228,4,18,18,18,equal_qn
stt2,page_0228,5,20,19,20,legacy_locked_col
stt2,page_0228,6,20,21,21,legacy_locked_col
stt2,page_0228,7,20,20,20,equal_qn
stt2,page_0228,8,22,22,22,equal_qn
stt2,page_0228,9,19,19,18,legacy_locked_col
stt2,page_0230,1,20,20,20,equal_qn
stt2,page_0230,2,22,22,22,equal_qn
stt2,page_0230,3,23,23,23,equal_qn
stt2,page_0230,4,21,21,21,equal_qn
stt2,page_0230,5,21,21,21,legacy_locked_col
stt2,page_0230,6,22,22,22,legacy_locked_col
stt2,page_0230,7,22,22,22,equal_qn
stt2,page_0230,8,22,22,22,equal_qn
stt2,page_0230,9,21,21,20,legacy_locked_col
stt2,page_0232,1,20,20,20,legacy_locked_col
stt2,page_0232,2,20,19,20,equal_ocr
stt2,page_0232,3,19,20,20,equal_qn
stt2,page_0232,4,20,20,20,equal_qn
stt2,page_0232,5,20,20,20,legacy_locked_col
stt2,page_0232,6,21,21,21,legacy_locked_col
stt2,page_0232,7,20,20,20,equal_qn
stt2,page_0232,8,20,19,20,equal_ocr
stt2,page_0232,9,20,20,20,equal_qn
stt2,page_0234,1,21,21,21,equal_qn
stt2,page_0234,2,19,19,19,equal_qn
stt2,page_0234,3,21,21,21,equal_qn
stt2,page_0234,4,20,20,20,equal_qn
stt2,page_0234,5,22,22,22,equal_qn
stt2,page_0234,6,18,18,19,legacy_locked_col
stt2,page_0234,7,19,19,19,equal_qn
stt2,page_0234,8,18,18,18,equal_qn
stt2,page_0234,9,18,18,18,equal_qn
stt2,page_0236,1,19,19,19,equal_qn
stt2,page_0236,2,18,18,18,legacy_locked_col
stt2,page_0236,3,18,18,18,equal_qn
stt2,page_0236,4,20,20,20,equal_qn
stt2,page_0236,5,19,19,19,equal_qn
stt2,page_0236,6,19,19,20,conflict
stt2,page_0236,7,21,22,21,legacy_locked_col
