image,book,page,column,nom_idx,syl_idx,ocr_char,syllable,tier,tier_v3,rule,tier_goc,rule_goc,bbox,p_syl_v3,argmax,max_prob,p_left,p_right,fold,gate_09,gate_08,rule_de_xuat
,stt4,page_0094,7,17,16,度,việc,REVIEW,REVIEW,no_context,,,"[352, 1352, 424, 1434]",0.851699,việc,0.851699,0.00589994,0.000381617,3,0,1,visual_syl_gate
,stt4,page_0096,1,8,8,商,le,REVIEW,REVIEW,no_context,,,"[960, 744, 1027, 818]",0.969973,le,0.969973,0.00024543,1.66666e-06,2,1,1,visual_syl_gate
,stt4,page_0096,1,12,12,攵,hơn,REVIEW,REVIEW,no_context,,,"[952, 999, 1023, 1076]",0.924172,hơn,0.924172,1.70978e-05,0.000429063,2,1,1,visual_syl_gate
,stt4,page_0096,1,14,14,罷,ra,REVIEW,REVIEW,no_context,,,"[955, 1129, 1026, 1204]",0.975733,ra,0.975733,6.1794e-07,1.42857e-05,2,1,1,visual_syl_gate
,stt4,page_0096,4,23,23,丈,song,REVIEW,REVIEW,no_context,,,"[653, 1575, 722, 1644]",0.830751,song,0.830751,0.00132161,,2,0,1,visual_syl_gate
,stt4,page_0096,5,0,0,禹,le,REVIEW,REVIEW,no_context,,,"[571, 248, 643, 312]",0.818271,le,0.818271,,0.000503589,2,0,1,visual_syl_gate
,stt4,page_0098,2,12,11,注,dù,REVIEW,REVIEW,no_context,,,"[858, 955, 930, 1032]",0.928525,dù,0.928525,3.24459e-05,0.0283125,1,1,1,visual_syl_gate
,stt4,page_0098,7,8,8,妥,là,REVIEW,REVIEW,no_context,,,"[367, 699, 438, 775]",0.989602,là,0.989602,0.000682968,4.06108e-06,1,1,1,visual_syl_gate
,stt4,page_0098,7,10,10,瓮,con,REVIEW,REVIEW,no_context,,,"[367, 820, 438, 897]",0.910677,con,0.910677,2.62755e-05,0.00018526,1,1,1,visual_syl_gate
,stt4,page_0098,9,4,4,雲,ra,REVIEW,REVIEW,no_context,,,"[165, 485, 241, 574]",0.94013,ra,0.94013,3.42697e-05,0.00630504,1,1,1,visual_syl_gate
,stt4,page_0100,1,9,9,置,tội,REVIEW,REVIEW,no_context,,,"[945, 834, 1020, 917]",0.912068,tội,0.912068,3.69765e-06,1.16352e-06,3,1,1,visual_syl_gate
,stt4,page_0100,1,17,17,銜,về,REVIEW,REVIEW,no_context,,,"[951, 1363, 1028, 1448]",0.972774,về,0.972774,2.60162e-06,6.9623e-06,3,1,1,visual_syl_gate
,stt4,page_0100,2,16,16,庵,khó,REVIEW,REVIEW,no_context,,,"[847, 1305, 919, 1389]",0.906795,khó,0.906795,0.0151842,1.18433e-05,3,1,1,visual_syl_gate
,stt4,page_0100,3,0,0,再,sách,REVIEW,REVIEW,no_context,,,"[762, 246, 831, 315]",0.803915,sách,0.803915,,0.000121497,3,0,1,visual_syl_gate
,stt4,page_0100,4,8,8,经,hai,REVIEW,REVIEW,no_context,,,"[673, 750, 748, 826]",0.913572,hai,0.913572,0.00580847,0.000873529,3,1,1,visual_syl_gate
,stt4,page_0100,5,1,1,冨,là,REVIEW,REVIEW,no_context,,,"[583, 302, 650, 378]",0.979581,là,0.979581,1.99473e-06,0.000350191,3,1,1,visual_syl_gate
,stt4,page_0100,6,19,18,𡚱,bà,REVIEW,REVIEW,no_context,,,"[460, 1450, 533, 1529]",0.906407,bà,0.906407,0.000133438,0.000119613,3,1,1,visual_syl_gate
,stt4,page_0100,7,1,1,乞,cha,REVIEW,REVIEW,no_context,,,"[366, 301, 438, 379]",0.89132,cha,0.89132,3.31455e-06,0.000200314,3,0,1,visual_syl_gate
,stt4,page_0100,9,12,12,貳,con,REVIEW,REVIEW,no_context,,,"[152, 1033, 227, 1117]",0.827008,con,0.827008,5.42225e-06,8.09341e-05,3,0,1,visual_syl_gate
,stt4,page_0102,2,16,16,得,cả,REVIEW,REVIEW,no_context,,,"[844, 1420, 915, 1505]",0.866908,cả,0.866908,1.45107e-05,0.000368434,0,0,1,visual_syl_gate
,stt4,page_0102,3,15,15,煢,ra,REVIEW,REVIEW,no_context,,,"[751, 1301, 822, 1383]",0.956481,ra,0.956481,3.88326e-05,5.46478e-06,0,1,1,visual_syl_gate
,stt4,page_0102,7,1,1,筭,và,REVIEW,REVIEW,no_context,,,"[373, 305, 446, 388]",0.840954,và,0.840954,0.000387626,0.00337484,0,0,1,visual_syl_gate
,stt4,page_0104,1,8,8,吹,khi,REVIEW,REVIEW,no_context,,,"[958, 809, 1030, 895]",0.804897,khi,0.804897,0.00175085,2.66892e-05,0,0,1,visual_syl_gate
,stt4,page_0104,3,13,14,傍,thương,REVIEW,REVIEW,no_context,,,"[753, 1076, 823, 1155]",0.832579,thương,0.832579,,3.91372e-05,0,0,1,visual_syl_gate
,stt4,page_0104,4,1,1,契,khi,REVIEW,REVIEW,no_context,,,"[673, 310, 743, 392]",0.952664,khi,0.952664,0.000412626,3.70543e-05,0,1,1,visual_syl_gate
,stt4,page_0104,4,5,5,𭁵,con,REVIEW,REVIEW,no_context,,,"[673, 568, 744, 650]",0.958497,con,0.958497,3.6766e-05,4.00653e-05,0,1,1,visual_syl_gate
,stt4,page_0104,9,2,2,篇,phúc,REVIEW,REVIEW,no_context,,,"[167, 389, 237, 473]",0.931249,phúc,0.931249,5.47628e-05,1.75032e-05,0,1,1,visual_syl_gate
,stt4,page_0108,2,4,4,匆,hỏi,REVIEW,REVIEW,no_context,,,"[877, 504, 945, 576]",0.965543,hỏi,0.965543,0.000194151,1.47082e-06,1,1,1,visual_syl_gate
,stt4,page_0108,2,5,5,貳,con,REVIEW,REVIEW,no_context,,,"[877, 564, 945, 636]",0.826402,con,0.826402,1.92235e-05,0.000214905,1,0,1,visual_syl_gate
,stt4,page_0108,3,16,15,淸,le,REVIEW,REVIEW,no_context,,,"[777, 1231, 847, 1304]",0.800292,le,0.800292,0.00878794,0.000442683,1,0,1,visual_syl_gate
,stt4,page_0108,4,5,5,褰,trước,REVIEW,REVIEW,no_context,,,"[688, 575, 758, 651]",0.977327,trước,0.977327,5.75983e-07,9.99403e-05,1,1,1,visual_syl_gate
,stt4,page_0108,4,10,10,梅,phúc,REVIEW,REVIEW,no_context,,,"[690, 885, 757, 960]",0.947995,phúc,0.947995,0.000261259,0.0032329,1,1,1,visual_syl_gate
,stt4,page_0108,4,15,15,旌,càng,REVIEW,REVIEW,no_context,,,"[696, 1201, 766, 1276]",0.900232,càng,0.900232,0.000134484,3.76379e-05,1,1,1,visual_syl_gate
,stt4,page_0108,6,13,13,改,một,REVIEW,REVIEW,no_context,,,"[499, 1011, 566, 1083]",0.930568,một,0.930568,0.000122449,2.64259e-06,1,1,1,visual_syl_gate
,stt4,page_0108,6,17,17,赱,đi,REVIEW,REVIEW,no_context,,,"[506, 1241, 573, 1312]",0.84301,đi,0.84301,0.00676432,8.88887e-05,1,0,1,visual_syl_gate
,stt4,page_0108,7,12,13,傾,vua,REVIEW,REVIEW,no_context,,,"[403, 987, 471, 1062]",0.972908,vua,0.972908,1.26071e-05,2.97115e-06,1,1,1,visual_syl_gate
,stt4,page_0108,7,20,21,㽞,là,REVIEW,REVIEW,no_context,,,"[412, 1452, 476, 1527]",0.90757,là,0.90757,7.90593e-05,1.298e-06,1,1,1,visual_syl_gate
,stt4,page_0108,8,13,13,两,vua,REVIEW,REVIEW,no_context,,,"[308, 1089, 375, 1167]",0.932444,vua,0.932444,0.000162219,2.62755e-05,1,1,1,visual_syl_gate
,stt4,page_0108,9,3,3,約,làm,REVIEW,REVIEW,no_context,,,"[206, 465, 273, 543]",0.946723,làm,0.946723,0.000503589,6.01451e-05,1,1,1,visual_syl_gate
,stt4,page_0108,9,11,11,気,con,REVIEW,REVIEW,no_context,,,"[212, 999, 280, 1079]",0.941278,con,0.941278,8.33279e-06,0.00242133,1,1,1,visual_syl_gate
,stt4,page_0110,1,20,19,反,chịu,REVIEW,REVIEW,no_context,,,"[949, 1404, 1010, 1474]",0.80127,chịu,0.80127,0.00101331,5.87519e-05,1,0,1,visual_syl_gate
,stt4,page_0112,1,19,19,罸,người,REVIEW,REVIEW,no_context,,,"[991, 1507, 1065, 1585]",0.940417,người,0.940417,6.81534e-05,5.53918e-07,0,1,1,visual_syl_gate
,stt4,page_0112,7,3,3,湯,li,REVIEW,REVIEW,no_context,,,"[374, 643, 453, 740]",0.912569,li,0.912569,6.38897e-06,7.29643e-06,0,1,1,visual_syl_gate
,stt4,page_0114,1,11,11,策,tội,REVIEW,REVIEW,no_context,,,"[963, 922, 1032, 1000]",0.814087,tội,0.814087,4.79519e-05,0.00264895,0,0,1,visual_syl_gate
,stt4,page_0114,2,1,1,嘴,tiếng,REVIEW,REVIEW,no_context,,,"[865, 294, 932, 371]",0.886005,tiếng,0.886005,8.88887e-05,3.24459e-05,0,0,1,visual_syl_gate
,stt4,page_0114,3,4,4,𦀇,đội,REVIEW,REVIEW,no_context,,,"[765, 486, 831, 563]",0.950371,đội,0.950371,7.36914e-05,,0,1,1,visual_syl_gate
,stt4,page_0114,4,6,6,分,làm,REVIEW,REVIEW,no_context,,,"[671, 596, 739, 670]",0.945049,làm,0.945049,0.00253753,0.00275447,0,1,1,visual_syl_gate
,stt4,page_0114,9,0,0,娥,dạy,REVIEW,REVIEW,no_context,,,"[174, 224, 249, 296]",0.879164,dạy,0.879164,,0.00466724,0,0,1,visual_syl_gate
,stt4,page_0114,9,20,21,图,có,REVIEW,REVIEW,no_context,,,"[160, 1533, 233, 1606]",0.928525,có,0.928525,6.38897e-06,,0,1,1,visual_syl_gate
,stt4,page_0116,3,0,0,敝,tha,REVIEW,REVIEW,no_context,,,"[753, 233, 825, 303]",0.92451,tha,0.92451,,1.03703e-05,0,1,1,visual_syl_gate
,stt4,page_0116,5,9,9,履,rằng,REVIEW,REVIEW,no_context,,,"[555, 842, 624, 924]",0.815081,rằng,0.815081,0.00673795,2.20797e-06,0,0,1,visual_syl_gate
,stt4,page_0116,7,7,7,例,có,REVIEW,REVIEW,no_context,,,"[373, 688, 439, 764]",0.936894,có,0.936894,3.27003e-05,2.41117e-05,0,1,1,visual_syl_gate
,stt4,page_0116,8,14,14,雲,người,REVIEW,REVIEW,no_context,,,"[260, 1160, 332, 1248]",0.847654,người,0.847654,4.29838e-05,0.000963139,0,0,1,visual_syl_gate
,stt4,page_0116,9,13,13,翁,cả,REVIEW,REVIEW,no_context,,,"[168, 1105, 239, 1190]",0.90602,cả,0.90602,1.2706e-05,4.23174e-05,0,1,1,visual_syl_gate
,stt4,page_0118,1,22,21,矣,ai,REVIEW,REVIEW,no_context,,,"[973, 1532, 1053, 1604]",0.824387,ai,0.824387,0.000133438,0.00298995,0,0,1,visual_syl_gate
,stt4,page_0118,3,8,8,撫,cũng,REVIEW,REVIEW,no_context,,,"[788, 708, 857, 779]",0.864583,cũng,0.864583,0.0754727,1.23151e-05,0,0,1,visual_syl_gate
,stt4,page_0118,4,9,9,忍,quỷ,REVIEW,REVIEW,no_context,,,"[679, 811, 752, 891]",0.927845,quỷ,0.927845,0.000783027,1.28056e-05,0,1,1,visual_syl_gate
,stt4,page_0118,6,1,1,唶,thì,REVIEW,REVIEW,no_context,,,"[487, 278, 560, 357]",0.842599,thì,0.842599,,0.000940828,0,0,1,visual_syl_gate
,stt4,page_0118,6,6,6,𠾖,quỷ,REVIEW,REVIEW,no_context,,,"[487, 591, 558, 669]",0.88514,quỷ,0.88514,1.21241e-05,1.77789e-05,0,0,1,visual_syl_gate
,stt4,page_0118,7,4,4,宜,xin,REVIEW,REVIEW,no_context,,,"[387, 469, 459, 548]",0.961338,xin,0.961338,6.92266e-05,0.000151205,0,1,1,visual_syl_gate
,stt4,page_0118,8,6,6,庇,mà,REVIEW,REVIEW,no_context,,,"[279, 609, 352, 693]",0.983595,mà,0.983595,6.33925e-06,6.48958e-06,0,1,1,visual_syl_gate
,stt4,page_0118,9,18,18,生,thì,REVIEW,REVIEW,no_context,,,"[150, 1318, 228, 1383]",0.946868,thì,0.946868,0.000563993,0.000563993,0,1,1,visual_syl_gate
,stt4,page_0120,2,2,2,胠,sau,REVIEW,REVIEW,no_context,,,"[850, 363, 921, 440]",0.9167,sau,0.9167,5.72704e-06,,3,1,1,visual_syl_gate
,stt4,page_0120,4,6,6,爹,các,REVIEW,REVIEW,no_context,,,"[644, 606, 717, 684]",0.975108,các,0.975108,5.90883e-06,7.46946e-06,3,1,1,visual_syl_gate
,stt4,page_0120,4,7,7,潘,sa,REVIEW,REVIEW,no_context,,,"[645, 669, 716, 749]",0.977074,sa,0.977074,4.53999e-05,1.45938e-06,3,1,1,visual_syl_gate
,stt4,page_0120,4,8,8,敬,ca,REVIEW,REVIEW,no_context,,,"[644, 733, 716, 811]",0.947272,ca,0.947272,2.10686e-06,6.24097e-06,3,1,1,visual_syl_gate
,stt4,page_0120,6,2,2,乳,là,REVIEW,REVIEW,no_context,,,"[459, 358, 531, 445]",0.907404,là,0.907404,0.000178163,4.19881e-05,3,1,1,visual_syl_gate
,stt4,page_0120,6,3,3,菜,thầy,REVIEW,REVIEW,no_context,,,"[459, 429, 530, 516]",0.8797,thầy,0.8797,0.00136356,9.09967e-05,3,0,1,visual_syl_gate
,stt4,page_0120,7,15,15,磎,mẹ,REVIEW,REVIEW,no_context,,,"[338, 1293, 409, 1377]",0.85066,mẹ,0.85066,0.00028029,,3,0,1,visual_syl_gate
,stt4,page_0120,8,16,17,公,ông,REVIEW,REVIEW,no_context,,,"[247, 1301, 316, 1384]",0.993517,ông,0.993517,1.11024e-06,0.000223466,3,1,1,visual_syl_gate
,stt4,page_0122,1,4,4,魂,ra,REVIEW,REVIEW,no_context,,,"[966, 546, 1036, 619]",0.880345,ra,0.880345,0.000393731,7.42693e-05,2,0,1,visual_syl_gate
,stt4,page_0122,2,1,1,捨,cầm,REVIEW,REVIEW,no_context,,,"[861, 367, 930, 446]",0.903976,cầm,0.903976,2.79701e-05,6.15714e-05,2,1,1,visual_syl_gate
,stt4,page_0122,3,2,3,丘,vậy,REVIEW,REVIEW,no_context,,,"[766, 456, 836, 526]",0.990531,vậy,0.990531,,,2,1,1,visual_syl_gate
,stt4,page_0122,4,15,15,容,hai,REVIEW,REVIEW,no_context,,,"[659, 1190, 729, 1262]",0.994108,hai,0.994108,,0.000654243,2,1,1,visual_syl_gate
,stt4,page_0122,7,15,14,𢧐,chức,REVIEW,REVIEW,no_context,,,"[376, 1141, 447, 1209]",0.91726,chức,0.91726,2.64259e-06,8.54835e-05,2,1,1,visual_syl_gate
,stt4,page_0124,1,4,4,教,một,REVIEW,REVIEW,no_context,,,"[949, 467, 1019, 540]",0.928412,một,0.928412,3.42697e-05,0.00019264,4,1,1,visual_syl_gate
,stt4,page_0124,1,18,18,疎,tô,REVIEW,REVIEW,no_context,,,"[954, 1280, 1029, 1357]",0.806864,tô,0.806864,0.00370654,8.41582e-05,4,0,1,visual_syl_gate
,stt4,page_0124,3,20,19,俟,tin,REVIEW,REVIEW,no_context,,,"[752, 1454, 824, 1529]",0.951996,tin,0.951996,7.41133e-06,2.56129e-06,4,1,1,visual_syl_gate
,stt4,page_0124,4,22,22,列,biết,REVIEW,REVIEW,no_context,,,"[672, 1521, 743, 1594]",0.857436,biết,0.857436,4.5756e-05,,4,0,1,visual_syl_gate
,stt4,page_0124,5,9,9,也,bên,REVIEW,REVIEW,no_context,,,"[565, 807, 633, 884]",0.91346,bên,0.91346,0.000656804,2.39241e-05,4,1,1,visual_syl_gate
,stt4,page_0124,5,11,11,許,gian,REVIEW,REVIEW,no_context,,,"[565, 917, 634, 993]",0.873387,gian,0.873387,0.0014515,4.00653e-05,4,0,1,visual_syl_gate
,stt4,page_0124,6,0,0,捺,cầm,REVIEW,REVIEW,no_context,,,"[465, 243, 532, 312]",0.961045,cầm,0.961045,,1.1016e-06,4,1,1,visual_syl_gate
,stt4,page_0124,6,16,16,洙,mát,REVIEW,REVIEW,no_context,,,"[478, 1180, 544, 1252]",0.826301,mát,0.826301,1.92235e-05,4.06108e-06,4,0,1,visual_syl_gate
,stt4,page_0124,9,4,4,敬,đoạn,REVIEW,REVIEW,no_context,,,"[178, 512, 250, 598]",0.9089,đoạn,0.9089,1.63148e-05,7.72279e-05,4,1,1,visual_syl_gate
,stt4,page_0126,1,13,13,荷,lời,REVIEW,REVIEW,no_context,,,"[946, 1118, 1013, 1197]",0.922537,lời,0.922537,0.0101149,2.6071e-05,2,1,1,visual_syl_gate
,stt4,page_0126,2,20,20,祧,xem,REVIEW,REVIEW,no_context,,,"[854, 1520, 919, 1595]",0.812796,xem,0.812796,0.0353733,0.00017956,2,0,1,visual_syl_gate
,stt4,page_0126,3,11,11,晃,là,REVIEW,REVIEW,no_context,,,"[768, 959, 835, 1032]",0.933754,là,0.933754,,0.000378647,2,1,1,visual_syl_gate
,stt4,page_0126,5,0,0,随,xin,REVIEW,REVIEW,no_context,,,"[583, 279, 649, 350]",0.972344,xin,0.972344,,8.80118e-06,2,1,1,visual_syl_gate
,stt4,page_0126,6,7,7,𰩬,khóc,REVIEW,REVIEW,no_context,,,"[474, 698, 545, 775]",0.869345,khóc,0.869345,0.00241189,0.015125,2,0,1,visual_syl_gate
,stt4,page_0126,6,10,10,告,đêm,REVIEW,REVIEW,no_context,,,"[479, 883, 551, 961]",0.802053,đêm,0.802053,0.000997602,0.000265373,2,0,1,visual_syl_gate
,stt4,page_0126,8,8,8,清,le,REVIEW,REVIEW,no_context,,,"[274, 741, 345, 819]",0.917092,le,0.917092,0.00775533,0.000200314,2,1,1,visual_syl_gate
,stt4,page_0128,1,2,2,凨,nước,REVIEW,REVIEW,no_context,,,"[934, 350, 1007, 428]",0.830346,nước,0.830346,4.64766e-05,0.00199173,4,0,1,visual_syl_gate
,stt4,page_0128,1,16,16,畔,thì,REVIEW,REVIEW,no_context,,,"[947, 1253, 1022, 1335]",0.847757,thì,0.847757,0.000614605,0.000143158,4,0,1,visual_syl_gate
,stt4,page_0128,1,21,21,獨,thương,REVIEW,REVIEW,no_context,,,"[936, 1579, 1006, 1653]",0.874668,thương,0.874668,1.15446e-06,,4,0,1,visual_syl_gate
,stt4,page_0128,3,13,13,記,pha,REVIEW,REVIEW,no_context,,,"[745, 1025, 815, 1099]",0.897215,pha,0.897215,0.0126374,0.897215,4,0,1,visual_syl_gate
,stt4,page_0128,5,0,0,伺,vua,REVIEW,REVIEW,no_context,,,"[556, 234, 623, 301]",0.900067,vua,0.900067,,8.75106e-05,4,1,1,visual_syl_gate
,stt4,page_0128,5,8,8,鞫,vua,REVIEW,REVIEW,no_context,,,"[557, 705, 623, 777]",0.942745,vua,0.942745,2.62203e-06,1.01301e-05,4,1,1,visual_syl_gate
,stt4,page_0128,6,9,9,貫,mới,REVIEW,REVIEW,no_context,,,"[463, 809, 529, 887]",0.983851,mới,0.983851,7.07194e-06,0.000273797,4,1,1,visual_syl_gate
,stt4,page_0128,7,16,16,晝,và,REVIEW,REVIEW,no_context,,,"[376, 1267, 446, 1348]",0.846309,và,0.846309,0.00133197,0.00165767,4,0,1,visual_syl_gate
,stt4,page_0128,7,20,20,盡,và,REVIEW,REVIEW,no_context,,,"[377, 1520, 446, 1598]",0.922481,và,0.922481,9.09967e-05,0.000175401,4,1,1,visual_syl_gate
,stt4,page_0130,1,1,1,域,đốt,REVIEW,REVIEW,no_context,,,"[989, 321, 1054, 397]",0.898695,đốt,0.898695,3.00075e-05,1.28056e-05,2,0,1,visual_syl_gate
,stt4,page_0130,2,2,2,刈,đốt,REVIEW,REVIEW,no_context,,,"[885, 375, 954, 452]",0.80264,đốt,0.80264,3.97535e-05,4.13371e-05,2,0,1,visual_syl_gate
,stt4,page_0130,2,13,13,統,ghét,REVIEW,REVIEW,no_context,,,"[870, 1072, 940, 1156]",0.884762,ghét,0.884762,0.000298367,1.20987e-06,2,0,1,visual_syl_gate
,stt4,page_0130,5,0,0,銓,thờ,REVIEW,REVIEW,no_context,,,"[609, 239, 679, 312]",0.957883,thờ,0.957883,,9.7978e-07,2,1,1,visual_syl_gate
,stt4,page_0130,9,3,3,歙,hết,REVIEW,REVIEW,no_context,,,"[218, 423, 292, 506]",0.960342,hết,0.960342,1.52071e-05,4.13371e-05,2,1,1,visual_syl_gate
,stt4,page_0130,9,16,16,皈,hai,REVIEW,REVIEW,no_context,,,"[176, 1304, 249, 1387]",0.810418,hai,0.810418,8.41582e-05,0.0692576,2,0,1,visual_syl_gate
,stt4,page_0134,3,21,20,慶,đường,REVIEW,REVIEW,no_context,,,"[753, 1558, 826, 1628]",0.931022,đường,0.931022,1.92235e-05,,0,1,1,visual_syl_gate
,stt4,page_0134,4,2,2,䓁,nghĩa,REVIEW,REVIEW,no_context,,,"[642, 345, 718, 429]",0.816675,nghĩa,0.816675,1.20298e-05,4.29838e-05,0,0,1,visual_syl_gate
,stt4,page_0134,6,0,0,竃,xuống,REVIEW,REVIEW,no_context,,,"[459, 220, 528, 295]",0.836654,xuống,0.836654,,1.43978e-05,0,0,1,visual_syl_gate
,stt4,page_0136,5,8,8,游,le,REVIEW,REVIEW,no_context,,,"[563, 753, 634, 832]",0.982306,le,0.982306,0.00223064,6.57793e-07,4,1,1,visual_syl_gate
,stt4,page_0136,7,16,16,庇,mà,REVIEW,REVIEW,no_context,,,"[355, 1213, 425, 1287]",0.931363,mà,0.931363,1.23151e-05,,4,1,1,visual_syl_gate
,stt4,page_0136,8,3,3,咯,hai,REVIEW,REVIEW,no_context,,,"[284, 429, 355, 508]",0.928015,hai,0.928015,5.65011e-05,1.87782e-05,4,1,1,visual_syl_gate
,stt4,page_0136,8,4,4,灵,con,REVIEW,REVIEW,no_context,,,"[285, 493, 352, 571]",0.980464,con,0.980464,1.50887e-05,6.7481e-06,4,1,1,visual_syl_gate
,stt4,page_0136,8,10,10,愕,ra,REVIEW,REVIEW,no_context,,,"[268, 873, 340, 953]",0.866168,ra,0.866168,9.91626e-05,0.000247355,4,0,1,visual_syl_gate
,stt4,page_0138,1,16,16,杖,nó,REVIEW,REVIEW,no_context,,,"[951, 1256, 1024, 1333]",0.872428,nó,0.872428,0.00760533,2.17831e-05,4,0,1,visual_syl_gate
,stt4,page_0138,3,1,1,潘,le,REVIEW,REVIEW,no_context,,,"[749, 293, 812, 367]",0.864689,le,0.864689,0.0205928,0.00345488,4,0,1,visual_syl_gate
,stt4,page_0138,3,5,5,災,khóc,REVIEW,REVIEW,no_context,,,"[745, 536, 816, 611]",0.862685,khóc,0.862685,6.00188e-06,0.00338805,4,0,1,visual_syl_gate
,stt4,page_0138,7,0,0,翎,vua,REVIEW,REVIEW,no_context,,,"[353, 232, 423, 303]",0.930909,vua,0.930909,,,4,1,1,visual_syl_gate
,stt4,page_0138,9,7,7,敎,tha,REVIEW,REVIEW,no_context,,,"[169, 676, 238, 755]",0.82913,tha,0.82913,8.61539e-05,2.3188e-05,4,0,1,visual_syl_gate
,stt4,page_0140,3,10,9,老,thầy,REVIEW,REVIEW,no_context,,,"[759, 867, 823, 944]",0.892409,thầy,0.892409,,0.000214905,3,0,1,visual_syl_gate
,stt4,page_0142,5,8,8,攻,nó,REVIEW,REVIEW,no_context,,,"[588, 808, 664, 895]",0.958146,nó,0.958146,0.000113247,1.38462e-05,4,1,1,visual_syl_gate
,stt4,page_0142,7,2,2,病,le,REVIEW,REVIEW,no_context,,,"[416, 363, 484, 439]",0.863528,le,0.863528,0.00043582,0.00360656,4,0,1,visual_syl_gate
,stt4,page_0144,1,5,5,深,rất,REVIEW,REVIEW,no_context,,,"[971, 569, 1044, 651]",0.879271,rất,0.879271,0.00028029,0.00110857,4,0,1,visual_syl_gate
,stt4,page_0144,1,8,8,𭮀,bà,REVIEW,REVIEW,no_context,,,"[971, 773, 1044, 855]",0.807554,bà,0.807554,4.9474e-05,6.10923e-05,4,0,1,visual_syl_gate
,stt4,page_0144,4,4,4,筞,thưa,REVIEW,REVIEW,no_context,,,"[678, 492, 752, 572]",0.980943,thưa,0.980943,2.01461e-05,0.000721358,4,1,1,visual_syl_gate
,stt4,page_0144,4,5,5,展,rằng,REVIEW,REVIEW,no_context,,,"[679, 558, 752, 637]",0.802346,rằng,0.802346,0.00175085,2.44914e-05,4,0,1,visual_syl_gate
,stt4,page_0144,6,5,5,等,ngày,REVIEW,REVIEW,no_context,,,"[491, 559, 560, 638]",0.946781,ngày,0.946781,0.00262833,9.00989e-06,4,1,1,visual_syl_gate
,stt4,page_0148,2,14,14,尼,chịu,REVIEW,REVIEW,no_context,,,"[853, 1125, 918, 1201]",0.911011,chịu,0.911011,4.16613e-05,2.03041e-05,3,1,1,visual_syl_gate
,stt4,page_0148,5,17,17,厉,nước,REVIEW,REVIEW,no_context,,,"[550, 1468, 624, 1555]",0.94869,nước,0.94869,2.15682e-06,0.000135539,3,1,1,visual_syl_gate
,stt4,page_0150,1,15,15,冈,a,REVIEW,REVIEW,no_context,,,"[950, 1199, 1025, 1276]",0.979492,a,0.979492,3.50823e-05,5.24439e-07,0,1,1,visual_syl_gate
,stt4,page_0150,2,3,3,他,xem,REVIEW,REVIEW,no_context,,,"[859, 439, 929, 520]",0.968317,xem,0.968317,0.000344762,1.07382e-07,0,1,1,visual_syl_gate
,stt4,page_0150,2,16,16,乙,vậy,REVIEW,REVIEW,no_context,,,"[845, 1275, 916, 1355]",0.974527,vậy,0.974527,,,0,1,1,visual_syl_gate
,stt4,page_0150,4,0,0,蟠,vợ,REVIEW,REVIEW,no_context,,,"[665, 240, 738, 312]",0.901277,vợ,0.901277,,0.000890758,0,1,1,visual_syl_gate
,stt4,page_0150,6,2,2,欲,su,REVIEW,REVIEW,no_context,,,"[466, 344, 538, 418]",0.878091,su,0.878091,0.00281979,3.27003e-05,0,0,1,visual_syl_gate
,stt4,page_0150,7,16,16,卻,đoạn,REVIEW,REVIEW,no_context,,,"[355, 1166, 422, 1237]",0.875095,đoạn,0.875095,3.30759e-07,3.48093e-05,0,0,1,visual_syl_gate
,stt4,page_0150,9,6,6,𢧐,dạy,REVIEW,REVIEW,no_context,,,"[183, 565, 251, 638]",0.888008,dạy,0.888008,3.88326e-05,0.0547873,0,0,1,visual_syl_gate
,stt4,page_0152,4,3,3,瓦,kia,REVIEW,REVIEW,no_context,,,"[664, 403, 733, 478]",0.883197,kia,0.883197,0.000154791,0.000113247,0,0,1,visual_syl_gate
,stt4,page_0152,4,10,10,𧹒,là,REVIEW,REVIEW,no_context,,,"[662, 832, 732, 907]",0.871151,là,0.871151,0.00393021,0.000300707,0,0,1,visual_syl_gate
,stt4,page_0152,8,10,10,彼,hai,REVIEW,REVIEW,no_context,,,"[267, 960, 339, 1047]",0.836245,hai,0.836245,0.000849968,6.69558e-06,0,0,1,visual_syl_gate
,stt4,page_0152,9,14,14,僊,khỏi,REVIEW,REVIEW,no_context,,,"[167, 1256, 239, 1345]",0.875095,khỏi,0.875095,0.00225693,7.8444e-05,0,0,1,visual_syl_gate
,stt4,page_0154,2,7,7,還,tội,REVIEW,REVIEW,no_context,,,"[851, 695, 922, 779]",0.970077,tội,0.970077,4.72085e-05,6.81534e-05,3,1,1,visual_syl_gate
,stt4,page_0154,2,18,18,𦀇,hai,REVIEW,REVIEW,no_context,,,"[845, 1423, 914, 1504]",0.843937,hai,0.843937,,1.56898e-05,3,0,1,visual_syl_gate
,stt4,page_0154,4,5,4,合,hai,REVIEW,REVIEW,no_context,,,"[657, 554, 731, 636]",0.964777,hai,0.964777,0.000424064,1.39548e-05,3,1,1,visual_syl_gate
,stt4,page_0154,4,19,18,慇,hồn,REVIEW,REVIEW,no_context,,,"[658, 1510, 730, 1591]",0.972463,hồn,0.972463,0.00100543,7.52805e-06,3,1,1,visual_syl_gate
