ヌ	U+30CC
𠤵	U+20935
𠥊	U+2094A
𠥩	U+20969
𠥱	U+20971
𠥾	U+2097E
𠦅	U+20985
𠦓	U+20993
𠦙	U+20999
𠦚	U+2099A
𠦩	U+209A9
𠦳	U+209B3
𠦴	U+209B4
𠧆	U+209C6
𠧗	U+209D7
𠧣	U+209E3
𠨏	U+20A0F
𠨪	U+20A2A
𠨶	U+20A36
𠩌	U+20A4C
𠩛	U+20A5B
𠩞	U+20A5E
𠩰	U+20A70
𠩻	U+20A7B
𠩼	U+20A7C
𠪁	U+20A81
𠪃	U+20A83
𠪅	U+20A85
𠪨	U+20AA8
𠫅	U+20AC5
𠫆	U+20AC6
𠫎	U+20ACE
𠫤	U+20AE4
𠫬	U+20AEC
𠫺	U+20AFA
𠫻	U+20AFB
𠫾	U+20AFE
𠬃	U+20B03
𠬋	U+20B0B
𠬕	U+20B15
𠬖	U+20B16
𠬛	U+20B1B
𠬠	U+20B20
𠬱	U+20B31
𠬸	U+20B38
𠭁	U+20B41
𠭆	U+20B46
𠭏	U+20B4F
𠮙	U+20B99
𠮥	U+20BA5
𠮦	U+20BA6
𠮹	U+20BB9
𠮾	U+20BBE
𠯆	U+20BC6
𠯇	U+20BC7
𠯉	U+20BC9
𠯌	U+20BCC
𠯑	U+20BD1
𠯛	U+20BDB
𠯪	U+20BEA
𠯹	U+20BF9
𠯻	U+20BFB
𠯿	U+20BFF
𠰂	U+20C02
𠰃	U+20C03
𠰌	U+20C0C
𠰍	U+20C0D
𠰎	U+20C0E
𠰏	U+20C0F
𠰙	U+20C19
𠰩	U+20C29
𠰷	U+20C37
𠰹	U+20C39
𠰺	U+20C3A
𠱊	U+20C4A
𠱋	U+20C4B
𠱌	U+20C4C
𠱤	U+20C64
𠱩	U+20C69
𠱭	U+20C6D
𠱰	U+20C70
𠱷	U+20C77
𠱾	U+20C7E
𠲖	U+20C96
𠲢	U+20CA2
𠲥	U+20CA5
𠲲	U+20CB2
𠳈	U+20CC8
𠳐	U+20CD0
𠳒	U+20CD2
𠳗	U+20CD7
𠳚	U+20CDA
𠳨	U+20CE8
𠳹	U+20CF9
𠳺	U+20CFA
𠳻	U+20CFB
𠳿	U+20CFF
𠴃	U+20D03
𠴓	U+20D13
𠴔	U+20D14
𠴝	U+20D1D
𠴩	U+20D29
𠴹	U+20D39
𠴽	U+20D3D
𠵂	U+20D42
𠵌	U+20D4C
𠵩	U+20D69
𠵱	U+20D71
𠵲	U+20D72
𠵴	U+20D74
𠵶	U+20D76
𠶄	U+20D84
𠶉	U+20D89
𠶋	U+20D8B
𠶍	U+20D8D
𠶒	U+20D92
𠶖	U+20D96
𠶗	U+20D97
𠶝	U+20D9D
𠶣	U+20DA3
𠶷	U+20DB7
𠷛	U+20DDB
𠷝	U+20DDD
𠷯	U+20DEF
𠸃	U+20E03
𠸄	U+20E04
𠸅	U+20E05
𠸇	U+20E07
𠸌	U+20E0C
𠸍	U+20E0D
𠸕	U+20E15
𠸗	U+20E17
𠸙	U+20E19
𠸛	U+20E1B
𠸜	U+20E1C
𠸟	U+20E1F
𠸠	U+20E20
𠸢	U+20E22
𠸦	U+20E26
𠸩	U+20E29
𠸿	U+20E3F
𠹀	U+20E40
𠹈	U+20E48
𠹖	U+20E56
𠹚	U+20E5A
𠹩	U+20E69
𠹱	U+20E71
𠹲	U+20E72
𠹳	U+20E73
𠹵	U+20E75
𠹾	U+20E7E
𠺌	U+20E8C
𠺏	U+20E8F
𠺘	U+20E98
𠺞	U+20E9E
𠺟	U+20E9F
𠺥	U+20EA5
𠺳	U+20EB3
𠺶	U+20EB6
𠺹	U+20EB9
𠺼	U+20EBC
𠻁	U+20EC1
𠻊	U+20ECA
𠻗	U+20ED7
𠻤	U+20EE4
𠼞	U+20F1E
𠼪	U+20F2A
𠼯	U+20F2F
𠼱	U+20F31
𠼲	U+20F32
𠽉	U+20F49
𠽑	U+20F51
𠽓	U+20F53
𠽖	U+20F56
𠽬	U+20F6C
𠾀	U+20F80
𠾔	U+20F94
𠾕	U+20F95
𠾚	U+20F9A
𠾣	U+20FA3
𠾦	U+20FA6
𠾸	U+20FB8
𠾿	U+20FBF
𠿒	U+20FD2
𠿚	U+20FDA
𠿥	U+20FE5
𠿮	U+20FEE
𠿿	U+20FFF
𡀍	U+2100D
𡀐	U+21010
𡀜	U+2101C
𡀨	U+21028
𡀫	U+2102B
𡀲	U+21032
𡀽	U+2103D
𡁁	U+21041
𡁞	U+2105E
𡂃	U+21083
𡂄	U+21084
𡂅	U+21085
𡂎	U+2108E
𡂒	U+21092
𡂲	U+210B2
𡂳	U+210B3
𡃊	U+210CA
𡃎	U+210CE
𡃑	U+210D1
𡃕	U+210D5
𡃘	U+210D8
𡃚	U+210DA
𡃛	U+210DB
𡃝	U+210DD
𡃪	U+210EA
𡃯	U+210EF
𡄀	U+21100
𡄰	U+21130
𡅳	U+21173
𡆁	U+21181
𡆗	U+21197
𡆫	U+211AB
𡇣	U+211E3
𡇪	U+211EA
𡈚	U+2121A
𡈡	U+21221
𡈭	U+2122D
𡉄	U+21244
𡉎	U+2124E
𡉖	U+21256
𡉽	U+2127D
𡊨	U+212A8
𡊰	U+212B0
𡋃	U+212C3
𡋥	U+212E5
𡋿	U+212FF
𡌀	U+21300
𡌿	U+2133F
𡍋	U+2134B
𡍴	U+21374
𡍺	U+2137A
𡎜	U+2139C
𡎞	U+2139E
𡏂	U+213C2
𡏦	U+213E6
𡐬	U+2142C
𡑓	U+21453
𡑛	U+2145B
𡑴	U+21474
𡑺	U+2147A
𡒀	U+21480
𡔅	U+21505
𡔈	U+21508
𡔌	U+2150C
𡔍	U+2150D
𡕘	U+21558
𡕚	U+2155A
𡖵	U+215B5
𡗅	U+215C5
𡗉	U+215C9
𡗋	U+215CB
𡗚	U+215DA
𡗠	U+215E0
𡗧	U+215E7
𡗶	U+215F6
𡘈	U+21608
𡘊	U+2160A
𡘜	U+2161C
𡘞	U+2161E
𡘠	U+21620
𡚎	U+2168E
𡚦	U+216A6
𡚴	U+216B4
𡝃	U+21743
𡝕	U+21755
𡞕	U+21795
𡟒	U+217D2
𡟔	U+217D4
𡠄	U+21804
𡡦	U+21866
𡢏	U+2188F
𡢐	U+21890
𡢘	U+21898
𡢽	U+218BD
𡤓	U+21913
𡤔	U+21914
𡤠	U+21920
𡥇	U+21947
𡥎	U+2194E
𡥗	U+21957
𡥞	U+2195E
𡥪	U+2196A
𡥵	U+21975
𡦂	U+21982
𡦠	U+219A0
𡦿	U+219BF
𡧉	U+219C9
𡧚	U+219DA
𡧧	U+219E7
𡨆	U+21A06
𡨌	U+21A0C
𡨧	U+21A27
𡨸	U+21A38
𡨹	U+21A39
𡨺	U+21A3A
𡩀	U+21A40
𡩅	U+21A45
𡩙	U+21A59
𡩚	U+21A5A
𡩵	U+21A75
𡪀	U+21A80
𡪏	U+21A8F
𡪦	U+21AA6
𡪲	U+21AB2
𡬈	U+21B08
𡭒	U+21B52
𡭜	U+21B5C
𡭼	U+21B7C
𡮁	U+21B81
𡮆	U+21B86
𡮉	U+21B89
𡮠	U+21BA0
𡮬	U+21BAC
𡮮	U+21BAE
𡮷	U+21BB7
𡮺	U+21BBA
𡰱	U+21C31
𡰻	U+21C3B
𡱟	U+21C5F
𡱯	U+21C6F
𡱶	U+21C76
𡲌	U+21C8C
𡳎	U+21CCE
𡳿	U+21CFF
𡴡	U+21D21
𡴩	U+21D29
𡴬	U+21D2C
𡵭	U+21D6D
𡶀	U+21D80
𡸏	U+21E0F
𡸝	U+21E1D
𡺈	U+21E88
𡺞	U+21E9E
𡻕	U+21ED5
𡻷	U+21EF7
𡽒	U+21F52
𡽬	U+21F6C
𡾍	U+21F8D
𡾷	U+21FB7
𡿵	U+21FF5
𡿸	U+21FF8
𢀛	U+2201B
𢀞	U+2201E
𢀠	U+22020
𢀯	U+2202F
𢀰	U+22030
𢀳	U+22033
𢁅	U+22045
𢁉	U+22049
𢁌	U+2204C
𢁍	U+2204D
𢁨	U+22068
𢂂	U+22082
𢂜	U+2209C
𢃄	U+220C4
𢃊	U+220CA
𢄁	U+22101
𢄘	U+22118
𢄝	U+2211D
𢆌	U+2218C
𢆥	U+221A5
𢆫	U+221AB
𢇢	U+221E2
𢇼	U+221FC
𢈈	U+22208
𢈖	U+22216
𢈱	U+22231
𢈺	U+2223A
𢊑	U+22291
𢊣	U+222A3
𢊬	U+222AC
𢊸	U+222B8
𢋏	U+222CF
𢋕	U+222D5
𢋨	U+222E8
𢋬	U+222EC
𢋴	U+222F4
𢌅	U+22305
𢌊	U+2230A
𢌌	U+2230C
𢌬	U+2232C
𢌮	U+2232E
𢌰	U+22330
𢌱	U+22331
𢌴	U+22334
𢌺	U+2233A
𢍳	U+22373
𢍺	U+2237A
𢏟	U+223DF
𢏡	U+223E1
𢐝	U+2241D
𢑳	U+22473
𢑽	U+2247D
𢒏	U+2248F
𢒕	U+22495
𢓑	U+224D1
𢔙	U+22519
𢔨	U+22528
𢔶	U+22536
𢖱	U+225B1
𢖺	U+225BA
𢗆	U+225C6
𢗹	U+225F9
𢗼	U+225FC
𢘩	U+22629
𢘽	U+2263D
𢙇	U+22647
𢙱	U+22671
𢚁	U+22681
𢚴	U+226B4
𢚸	U+226B8
𢛀	U+226C0
𢛐	U+226D0
𢛩	U+226E9
𢛳	U+226F3
𢜏	U+2270F
𢜖	U+22716
𢜝	U+2271D
𢜠	U+22720
𢜨	U+22728
𢜬	U+2272C
𢝆	U+22746
𢝘	U+22758
𢝙	U+22759
𢝾	U+2277E
𢞂	U+22782
𢟗	U+227D7
𢟚	U+227DA
𢟬	U+227EC
𢠀	U+22800
𢠢	U+22822
𢠩	U+22829
𢠿	U+2283F
𢡃	U+22843
𢢈	U+22888
𢢊	U+2288A
𢢙	U+22899
𢢲	U+228B2
𢣕	U+228D5
𢤊	U+2290A
𢤞	U+2291E
𢥈	U+22948
𢥷	U+22977
𢦩	U+229A9
𢧁	U+229C1
𢧚	U+229DA
𢧡	U+229E1
𢧩	U+229E9
𢧾	U+229FE
𢨙	U+22A19
𢩧	U+22A67
𢩮	U+22A6E
𢩵	U+22A75
𢩿	U+22A7F
𢪀	U+22A80
𢪄	U+22A84
𢪏	U+22A8F
𢪗	U+22A97
𢪙	U+22A99
𢪚	U+22A9A
𢪛	U+22A9B
𢪠	U+22AA0
𢪥	U+22AA5
𢪨	U+22AA8
𢪭	U+22AAD
𢪯	U+22AAF
𢪱	U+22AB1
𢪷	U+22AB7
𢫆	U+22AC6
𢫖	U+22AD6
𢫙	U+22AD9
𢫝	U+22ADD
𢫟	U+22ADF
𢫠	U+22AE0
𢫡	U+22AE1
𢫨	U+22AE8
𢫫	U+22AEB
𢫵	U+22AF5
𢫶	U+22AF6
𢫹	U+22AF9
𢬂	U+22B02
𢬗	U+22B17
𢬣	U+22B23
𢬦	U+22B26
𢬪	U+22B2A
𢭄	U+22B44
𢭊	U+22B4A
𢭌	U+22B4C
𢭗	U+22B57
𢭠	U+22B60
𢭩	U+22B69
𢭮	U+22B6E
𢭷	U+22B77
𢭽	U+22B7D
𢮠	U+22BA0
𢮪	U+22BAA
𢮭	U+22BAD
𢯓	U+22BD3
𢯜	U+22BDC
𢯝	U+22BDD
𢯠	U+22BE0
𢯬	U+22BEC
𢰓	U+22C13
𢰛	U+22C1B
𢰳	U+22C33
𢰺	U+22C3A
𢱏	U+22C4F
𢱪	U+22C6A
𢱭	U+22C6D
𢲠	U+22CA0
𢲦	U+22CA6
𢲧	U+22CA7
𢲫	U+22CAB
𢳀	U+22CC0
𢳎	U+22CCE
𢳘	U+22CD8
𢴘	U+22D18
𢴜	U+22D1C
𢴠	U+22D20
𢴩	U+22D29
𢴽	U+22D3D
𢴾	U+22D3E
𢵄	U+22D44
𢵉	U+22D49
𢵮	U+22D6E
𢵯	U+22D6F
𢵼	U+22D7C
𢶢	U+22DA2
𢶸	U+22DB8
𢷏	U+22DCF
𢷣	U+22DE3
𢷮	U+22DEE
𢷼	U+22DFC
𢸞	U+22E1E
𢸮	U+22E2E
𢹊	U+22E4A
𢹮	U+22E6E
𢺌	U+22E8C
𢺢	U+22EA2
𢺶	U+22EB6
𢺺	U+22EBA
𢻅	U+22EC5
𢻬	U+22EEC
𢻰	U+22EF0
𢻲	U+22EF2
𢻼	U+22EFC
𢼂	U+22F02
𢼈	U+22F08
𢼹	U+22F39
𢽼	U+22F7C
𢿘	U+22FD8
𢿙	U+22FD9
𣀟	U+2301F
𣀭	U+2302D
𣁔	U+23054
𣂊	U+2308A
𣂠	U+230A0
𣂢	U+230A2
𣃦	U+230E6
𣄒	U+23112
𣅂	U+23142
𣅗	U+23157
𣅘	U+23158
𣅢	U+23162
𣅱	U+23171
𣆠	U+231A0
𣆻	U+231BB
𣇅	U+231C5
𣇯	U+231EF
𣇱	U+231F1
𣇶	U+231F6
𣈔	U+23214
𣈗	U+23217
𣈘	U+23218
𣈙	U+23219
𣈛	U+2321B
𣈜	U+2321C
𣈪	U+2322A
𣉺	U+2327A
𣊋	U+2328B
𣋐	U+232D0
𣋚	U+232DA
𣋥	U+232E5
𣋻	U+232FB
𣌆	U+23306
𣌌	U+2330C
𣍁	U+23341
𣍊	U+2334A
𣍕	U+23355
𣍪	U+2336A
𣍮	U+2336E
𣎀	U+23380
𣎃	U+23383
𣎏	U+2338F
𣎷	U+233B7
𣏃	U+233C3
𣏿	U+233FF
𣐆	U+23406
𣐝	U+2341D
𣑻	U+2347B
𣒵	U+234B5
𣓌	U+234CC
𣓞	U+234DE
𣓤	U+234E4
𣔒	U+23512
𣔟	U+2351F
𣕗	U+23557
𣕘	U+23558
𣖀	U+23580
𣖎	U+2358E
𣖚	U+2359A
𣖡	U+235A1
𣗓	U+235D3
𣘓	U+23613
𣚦	U+236A6
𣚽	U+236BD
𣛗	U+236D7
𣛙	U+236D9
𣛪	U+236EA
𣛭	U+236ED
𣜦	U+23726
𣜵	U+23735
𣜾	U+2373E
𣜿	U+2373F
𣝁	U+23741
𣞚	U+2379A
𣞳	U+237B3
𣟎	U+237CE
𣠕	U+23815
𣡝	U+2385D
𣣔	U+238D4
𣥍	U+2394D
𣥧	U+23967
𣥪	U+2396A
𣦁	U+23981
𣦂	U+23982
𣦍	U+2398D
𣦜	U+2399C
𣦮	U+239AE
𣧳	U+239F3
𣨌	U+23A0C
𣨛	U+23A1B
𣩂	U+23A42
𣪉	U+23A89
𣪌	U+23A8C
𣪍	U+23A8D
𣫕	U+23AD5
𣭒	U+23B52
𣭙	U+23B59
𣮮	U+23BAE
𣯫	U+23BEB
𣱏	U+23C4F
𣱽	U+23C7D
𣲍	U+23C8D
𣲔	U+23C94
𣳔	U+23CD4
𣳮	U+23CEE
𣴙	U+23D19
𣴛	U+23D1B
𣴡	U+23D21
𣵀	U+23D40
𣵌	U+23D4C
𣵽	U+23D7D
𣷠	U+23DE0
𣷯	U+23DEF
𣸜	U+23E1C
𣹓	U+23E53
𣹞	U+23E5E
𣹤	U+23E64
𣺱	U+23EB1
𣺽	U+23EBD
𣻉	U+23EC9
𣻕	U+23ED5
𣼝	U+23F1D
𣼺	U+23F3A
𣽊	U+23F4A
𣽤	U+23F64
𣽦	U+23F66
𤀞	U+2401E
𤁋	U+2404B
𤂂	U+24082
𤂬	U+240AC
𤃹	U+240F9
𤇚	U+241DA
𤇧	U+241E7
𤇳	U+241F3
𤈤	U+24224
𤈪	U+2422A
𤈫	U+2422B
𤉖	U+24256
𤉜	U+2425C
𤉢	U+24262
𤊠	U+242A0
𤊢	U+242A2
𤊣	U+242A3
𤊧	U+242A7
𤊱	U+242B1
𤋬	U+242EC
𤌄	U+24304
𤌋	U+2430B
𤍄	U+24344
𤍊	U+2434A
𤎑	U+24391
𤎔	U+24394
𤎥	U+243A5
𤎷	U+243B7
𤎸	U+243B8
𤏣	U+243E3
𤏤	U+243E4
𤏨	U+243E8
𤐝	U+2441D
𤐦	U+24426
𤑟	U+2445F
𤑽	U+2447D
𤒝	U+2449D
𤓆	U+244C6
𤓮	U+244EE
𤔇	U+24507
𤔈	U+24508
𤔑	U+24511
𤔯	U+2452F
𤔹	U+24539
𤔽	U+2453D
𤕉	U+24549
𤕘	U+24558
𤕝	U+2455D
𤖹	U+245B9
𤗆	U+245C6
𤗽	U+245FD
𤘁	U+24601
𤘴	U+24634
𤙫	U+2466B
𤙭	U+2466D
𤙰	U+24670
𤛀	U+246C0
𤜠	U+24720
𤝊	U+2474A
𤝰	U+24770
𤞖	U+24796
𤞨	U+247A8
𤞻	U+247BB
𤟂	U+247C2
𤟋	U+247CB
𤡁	U+24841
𤡌	U+2484C
𤢗	U+24897
𤢤	U+248A4
𤢿	U+248BF
𤤰	U+24930
𤥭	U+2496D
𤦨	U+249A8
𤩪	U+24A6A
𤪈	U+24A88
𤬟	U+24B1F
𤬡	U+24B21
𤬢	U+24B22
𤭚	U+24B5A
𤭢	U+24B62
𤮾	U+24BBE
𤮿	U+24BBF
𤯆	U+24BC6
𤯑	U+24BD1
𤯓	U+24BD3
𤯛	U+24BDB
𤯨	U+24BE8
𤯩	U+24BE9
𤯿	U+24BFF
𤰞	U+24C1E
𤱲	U+24C72
𤲂	U+24C82
𤲼	U+24CBC
𤳧	U+24CE7
𤳱	U+24CF1
𤴏	U+24D0F
𤴥	U+24D25
𤴬	U+24D2C
𤵪	U+24D6A
𤶎	U+24D8E
𤶏	U+24D8F
𤶢	U+24DA2
𤷥	U+24DE5
𤷲	U+24DF2
𤷴	U+24DF4
𤸭	U+24E2D
𤸿	U+24E3F
𤹔	U+24E54
𤹙	U+24E59
𤺲	U+24EB2
𤻐	U+24ED0
𤻒	U+24ED2
𤽗	U+24F57
𤾆	U+24F86
𤾇	U+24F87
𤾐	U+24F90
𤾓	U+24F93
𤿰	U+24FF0
𥁚	U+2505A
𥁞	U+2505E
𥃝	U+250DD
𥃞	U+250DE
𥄡	U+25121
𥄨	U+25128
𥅉	U+25149
𥅕	U+25155
𥅦	U+25166
𥅮	U+2516E
𥅶	U+25176
𥆮	U+251AE
𥆺	U+251BA
𥇮	U+251EE
𥇹	U+251F9
𥉩	U+25269
𥉫	U+2526B
𥉮	U+2526E
𥉴	U+25274
𥊛	U+2529B
𥊴	U+252B4
𥊽	U+252BD
𥋳	U+252F3
𥋸	U+252F8
𥏋	U+253CB
𥏌	U+253CC
𥏍	U+253CD
𥏛	U+253DB
𥏬	U+253EC
𥏹	U+253F9
𥐈	U+25408
𥐍	U+2540D
𥐏	U+2540F
𥑂	U+25442
𥑠	U+25460
𥑴	U+25474
𥒅	U+25485
𥒥	U+254A5
𥓋	U+254CB
𥓓	U+254D3
𥔆	U+25506
𥗉	U+255C9
𥗬	U+255EC
𥗾	U+255FE
𥘀	U+25600
𥘆	U+25606
𥘉	U+25609
𥘋	U+2560B
𥘑	U+25611
𥘖	U+25616
𥘨	U+25628
𥘪	U+2562A
𥘲	U+25632
𥘵	U+25635
𥘷	U+25637
𥙩	U+25669
𥙪	U+2566A
𥙷	U+25677
𥛉	U+256C9
𥛗	U+256D7
𥛜	U+256DC
𥛭	U+256ED
𥜨	U+25728
𥜪	U+2572A
𥝏	U+2574F
𥞞	U+2579E
𥞵	U+257B5
𥟋	U+257CB
𥟖	U+257D6
𥟵	U+257F5
𥠧	U+25827
𥠻	U+2583B
𥡓	U+25853
𥡖	U+25856
𥡗	U+25857
𥡚	U+2585A
𥡞	U+2585E
𥡳	U+25873
𥡴	U+25874
𥢀	U+25880
𥣔	U+258D4
𥣦	U+258E6
𥥭	U+2596D
𥥺	U+2597A
𥦽	U+259BD
𥦿	U+259BF
𥩍	U+25A4D
𥩰	U+25A70
𥩳	U+25A73
𥪝	U+25A9D
𥪞	U+25A9E
𥪺	U+25ABA
𥫃	U+25AC3
𥫚	U+25ADA
𥫟	U+25ADF
𥫫	U+25AEB
𥫭	U+25AED
𥮅	U+25B85
𥮏	U+25B8F
𥮧	U+25BA7
𥯊	U+25BCA
𥯏	U+25BCF
𥯨	U+25BE8
𥱊	U+25C4A
𥱯	U+25C6F
𥱱	U+25C71
𥶝	U+25D9D
𥷃	U+25DC3
𥸨	U+25E28
𥸷	U+25E37
𥹙	U+25E59
𥹞	U+25E5E
𥹠	U+25E60
𥹪	U+25E6A
𥹾	U+25E7E
𥺊	U+25E8A
𥺋	U+25E8B
𥺔	U+25E94
𥻕	U+25ED5
𥻡	U+25EE1
𥼱	U+25F31
𥼾	U+25F3E
𥽌	U+25F4C
𥾋	U+25F8B
𥾒	U+25F92
𥾘	U+25F98
𥾾	U+25FBE
𥿗	U+25FD7
𥿮	U+25FEE
𥿺	U+25FFA
𦀂	U+26002
𦀗	U+26017
𦀾	U+2603E
𦁋	U+2604B
𦁓	U+26053
𦁢	U+26062
𦁹	U+26079
𦁿	U+2607F
𦂿	U+260BF
𦃎	U+260CE
𦃯	U+260EF
𦄃	U+26103
𦄎	U+2610E
𦄓	U+26113
𦄾	U+2613E
𦆹	U+261B9
𦇒	U+261D2
𦇔	U+261D4
𦉱	U+26271
𦉼	U+2627C
𦊚	U+2629A
𦊛	U+2629B
𦋛	U+262DB
𦋝	U+262DD
𦋦	U+262E6
𦋻	U+262FB
𦋼	U+262FC
𦌋	U+2630B
𦌴	U+26334
𦍉	U+26349
𦍌	U+2634C
𦎛	U+2639B
𦑥	U+26465
𦒒	U+26492
𦒹	U+264B9
𦓡	U+264E1
𦖻	U+265BB
𦘒	U+26612
𦙚	U+2665A
𦙴	U+26674
𦙼	U+2667C
𦚚	U+2669A
𦚭	U+266AD
𦚽	U+266BD
𦚿	U+266BF
𦛅	U+266C5
𦛋	U+266CB
𦛌	U+266CC
𦛞	U+266DE
𦛹	U+266F9
𦛿	U+266FF
𦜞	U+2671E
𦜽	U+2673D
𦝄	U+26744
𦝕	U+26755
𦝬	U+2676C
𦝹	U+26779
𦞁	U+26781
𦞴	U+267B4
𦟩	U+267E9
𦠆	U+26806
𦠋	U+2680B
𦡋	U+2684B
𦡠	U+26860
𦢄	U+26884
𦣗	U+268D7
𦤖	U+26916
𦤾	U+2693E
𦥃	U+26943
𦥙	U+26959
𦥮	U+2696E
𦧘	U+269D8
𦨜	U+26A1C
𦬝	U+26B1D
𦬹	U+26B39
𦯔	U+26BD4
𦯧	U+26BE7
𦯲	U+26BF2
𦰚	U+26C1A
𦰡	U+26C21
𦰦	U+26C26
𦱩	U+26C69
𦱹	U+26C79
𦲬	U+26CAC
𦲹	U+26CB9
𦲿	U+26CBF
𦴋	U+26D0B
𦴙	U+26D19
𦵘	U+26D58
𦶫	U+26DAB
𦹁	U+26E41
𦹺	U+26E7A
𦺓	U+26E93
𦺙	U+26E99
𦼌	U+26F0C
𦽯	U+26F6F
𦾣	U+26FA3
𧀟	U+2701F
𧁷	U+27077
𧁹	U+27079
𧅫	U+2716B
𧅭	U+2716D
𧉚	U+2725A
𧉳	U+27273
𧊩	U+272A9
𧋴	U+272F4
𧋻	U+272FB
𧍉	U+27349
𧍋	U+2734B
𧍍	U+2734D
𧍐	U+27350
𧏷	U+273F7
𧒒	U+27492
𧒿	U+274BF
𧓶	U+274F6
𧔧	U+27527
𧖑	U+27591
𧖰	U+275B0
𧖱	U+275B1
𧗁	U+275C1
𧗱	U+275F1
𧘇	U+27607
𧘸	U+27638
𧙜	U+2765C
𧚠	U+276A0
𧛇	U+276C7
𧝎	U+2774E
𧟡	U+277E1
𧟽	U+277FD
𧠔	U+27814
𧠭	U+2782D
𧠷	U+27837
𧡊	U+2784A
𧣊	U+278CA
𧤥	U+27925
𧥔	U+27954
𧦓	U+27993
𧦡	U+279A1
𧨣	U+27A23
𧨻	U+27A3B
𧩔	U+27A54
𧩯	U+27A6F
𧪜	U+27A9C
𧪸	U+27AB8
𧪿	U+27ABF
𧫋	U+27ACB
𧭷	U+27B77
𧰼	U+27C3C
𧲟	U+27C9F
𧴫	U+27D2B
𧴹	U+27D39
𧵆	U+27D46
𧵑	U+27D51
𧵪	U+27D6A
𧵽	U+27D7D
𧶔	U+27D94
𧶚	U+27D9A
𧶬	U+27DAC
𧶮	U+27DAE
𧶱	U+27DB1
𧸒	U+27E12
𧹱	U+27E71
𧹹	U+27E79
𧻩	U+27EE9
𧻫	U+27EEB
𧻬	U+27EEC
𧼋	U+27F0B
𧼜	U+27F1C
𧾶	U+27FB6
𧿑	U+27FD1
𨀊	U+2800A
𨀍	U+2800D
𨀑	U+28011
𨀕	U+28015
𨃐	U+280D0
𨃘	U+280D8
𨄞	U+2811E
𨄻	U+2813B
𨅮	U+2816E
𨈔	U+28214
𨈠	U+28220
𨈦	U+28226
𨈨	U+28228
𨉓	U+28253
𨉚	U+2825A
𨉟	U+2825F
𨉥	U+28265
𨉦	U+28266
𨊍	U+2828D
𨊗	U+28297
𨍦	U+28366
𨎟	U+2839F
𨎠	U+283A0
𨏖	U+283D6
𨑑	U+28451
𨑗	U+28457
𨑜	U+2845C
𨑮	U+2846E
𨑴	U+28474
𨑻	U+2847B
𨒒	U+28492
𨒣	U+284A3
𨒵	U+284B5
𨓐	U+284D0
𨓺	U+284FA
𨔉	U+28509
𨔍	U+2850D
𨔽	U+2853D
𨔾	U+2853E
𨕡	U+28561
𨕭	U+2856D
𨖲	U+285B2
𨖼	U+285BC
𨗊	U+285CA
𨗌	U+285CC
𨗤	U+285E4
𨙗	U+28657
𨙚	U+2865A
𨙛	U+2865B
𨙻	U+2867B
𨛫	U+286EB
𨝟	U+2875F
𨠁	U+28801
𨡂	U+28842
𨡇	U+28847
𨢇	U+28887
𨢕	U+28895
𨢘	U+28898
𨢽	U+288BD
𨣪	U+288EA
𨤔	U+28914
𨤣	U+28923
𨤧	U+28927
𨤰	U+28930
𨤼	U+2893C
𨨅	U+28A05
𨨦	U+28A26
𨫪	U+28AEA
𨮎	U+28B8E
𨰲	U+28C32
𨱤	U+28C64
𨳒	U+28CD2
𨴽	U+28D3D
𨶂	U+28D82
𨷯	U+28DEF
𨾍	U+28F8D
𨾫	U+28FAB
𩀌	U+2900C
𩀳	U+29033
𩂁	U+29081
𩂏	U+2908F
𩂐	U+29090
𩂠	U+290A0
𩂣	U+290A3
𩄑	U+29111
𩄒	U+29112
𩄓	U+29113
𩄨	U+29128
𩄴	U+29134
𩅚	U+2915A
𩅻	U+2917B
𩇿	U+291FF
𩈘	U+29218
𩑛	U+2945B
𩑼	U+2947C
𩔖	U+29516
𩔗	U+29517
𩔚	U+2951A
𩔧	U+29527
𩔫	U+2952B
𩛂	U+296C2
𩛖	U+296D6
𩛘	U+296D8
𩛜	U+296DC
𩜱	U+29731
𩝺	U+2977A
𩞀	U+29780
𩟼	U+297FC
𩠜	U+2981C
𩠥	U+29825
𩠦	U+29826
𩠨	U+29828
𩣑	U+298D1
𩤸	U+29938
𩧍	U+299CD
𩩇	U+29A47
𩩖	U+29A56
𩪆	U+29A86
𩫛	U+29ADB
𩬌	U+29B0C
𩭋	U+29B4B
𩭵	U+29B75
𩯹	U+29BF9
𩲚	U+29C9A
𩲡	U+29CA1
𩵽	U+29D7D
𩵾	U+29D7E
𩺁	U+29E81
𩼁	U+29F01
𩽬	U+29F6C
𩽾	U+29F7E
𩾢	U+29FA2
𩿙	U+29FD9
𪀆	U+2A006
𪀐	U+2A010
𪁇	U+2A047
𪂔	U+2A094
𪂯	U+2A0AF
𪄦	U+2A126
𪅆	U+2A146
𪅨	U+2A168
𪇎	U+2A1CE
𪊴	U+2A2B4
𪏭	U+2A3ED
𪘵	U+2A635
𪚤	U+2A6A4
𪚾	U+2A6BE
𪜀	U+2A700
𪜚	U+2A71A
𪝬	U+2A76C
𪝮	U+2A76E
𪞅	U+2A785
𪞷	U+2A7B7
𪟤	U+2A7E4
𪠗	U+2A817
𪠞	U+2A81E
𪡔	U+2A854
𪡗	U+2A857
