book,page,column,ocr_char,syllable,rescued_label,unicode,head_margin,bbox
yen11,page_0046,6,衫,hình,形,U+5F62,0.238,"[678, 1785, 808, 1903]"
yen11,page_0046,6,唆,đe,哆,U+54C6,0.156,"[678, 2277, 808, 2395]"
yen11,page_0046,7,粤,là,罗,U+7F57,0.162,"[541, 1879, 643, 1998]"
yen11,page_0046,9,李,sau,娄,U+5A04,0.268,"[240, 875, 340, 988]"
yen11,page_0046,9,玊,Vậy,丕,U+4E15,0.322,"[240, 1157, 340, 1269]"
yen11,page_0048,1,尺,thiên,天,U+5929,0.358,"[1421, 673, 1536, 784]"
yen11,page_0048,1,妃,Bà,把,U+628A,0.16,"[1421, 2062, 1536, 2173]"
yen11,page_0048,4,勝,mình,𠇮,U+201EE,0.344,"[963, 393, 1070, 501]"
yen11,page_0048,5,炙,một,蔑,U+8511,0.277,"[803, 2063, 907, 2181]"
yen11,page_0048,6,蔓,một,蔑,U+8511,0.163,"[648, 1666, 752, 1785]"
yen11,page_0050,2,祗,lưỡi,礼,U+793C,0.408,"[1312, 1766, 1410, 1873]"
yen11,page_0050,3,象,một,蔑,U+8511,0.168,"[1177, 1500, 1279, 1607]"
yen11,page_0050,4,妨,Cô,姑,U+59D1,0.324,"[1025, 1865, 1134, 1973]"
yen11,page_0050,4,掖,mô,模,U+6A21,0.192,"[1025, 1955, 1134, 2062]"
yen11,page_0050,4,㦯,nhong,戎,U+620E,0.326,"[1025, 2044, 1134, 2152]"
yen11,page_0050,5,把,lấy,礼,U+793C,0.215,"[875, 1527, 982, 1637]"
yen11,page_0050,6,尺,này,尼,U+5C3C,0.279,"[716, 2115, 842, 2227]"
yen11,page_0050,7,火,thiếu,少,U+5C11,0.165,"[577, 1459, 670, 1571]"
yen11,page_0050,9,耿,hơn,欣,U+6B23,0.134,"[273, 1434, 364, 1543]"
yen11,page_0050,9,祗,lấy,礼,U+793C,0.129,"[273, 1800, 364, 1909]"
yen11,page_0052,1,以,hay,咍,U+548D,0.106,"[1457, 784, 1565, 898]"
yen11,page_0052,1,火,thiếu,少,U+5C11,0.338,"[1457, 974, 1565, 1088]"
yen11,page_0052,5,尽,Trời,𡗶,U+215F6,0.167,"[838, 1129, 953, 1238]"
yen11,page_0052,7,煩,đạo,道,U+9053,0.14,"[534, 1060, 655, 1174]"
yen11,page_0052,7,禹,le,离,U+79BB,0.139,"[534, 1630, 655, 1743]"
yen11,page_0052,7,做,chăng,生,U+751F,0.111,"[534, 1819, 655, 1932]"
yen11,page_0052,9,喚,lóc,𠯿,U+20BFF,0.159,"[240, 1085, 356, 1189]"
yen11,page_0052,9,要,tội,罪,U+7F6A,0.33,"[240, 1257, 356, 1361]"
yen11,page_0054,2,理,tưởng,想,U+60F3,0.528,"[1349, 2011, 1454, 2121]"
yen11,page_0054,6,弟,nào,市,U+5E02,0.416,"[749, 1189, 847, 1299]"
yen11,page_0054,6,祀,lấy,礼,U+793C,0.238,"[749, 1927, 847, 2037]"
yen11,page_0054,7,满,chớ,渚,U+6E1A,0.243,"[588, 978, 687, 1084]"
yen11,page_0056,1,喚,xin,嗔,U+55D4,0.124,"[1490, 1570, 1604, 1682]"
yen11,page_0056,2,凍,lắm,凜,U+51DC,0.251,"[1328, 1057, 1458, 1178]"
yen11,page_0056,3,祗,lấy,𢬦,U+22B26,0.154,"[1187, 1128, 1294, 1244]"
yen11,page_0056,4,尽,Trời,𡗶,U+215F6,0.156,"[1032, 849, 1139, 969]"
yen11,page_0056,5,邲,máu,泖,U+6CD6,0.454,"[874, 1665, 987, 1787]"
yen11,page_0056,9,况,đem,冘,U+5198,0.137,"[282, 2290, 384, 2401]"
yen11,page_0058,1,团,Bấy,闭,U+95ED,0.236,"[1487, 729, 1590, 840]"
yen11,page_0058,2,魂,tay,腮,U+816E,0.109,"[1325, 1390, 1435, 1492]"
yen11,page_0058,5,逢,c,極,U+6975,1.028,"[894, 1427, 997, 1535]"
yen11,page_0058,5,祗,lưỡi,礼,U+793C,0.257,"[894, 2140, 997, 2247]"
yen11,page_0058,5,鷺,và,喡,U+55A1,0.294,"[894, 2318, 997, 2425]"
yen11,page_0058,6,吃,ngọn,阮,U+962E,1.178,"[736, 543, 852, 659]"
yen11,page_0058,6,陬,năm,𠄼,U+2013C,0.103,"[736, 1792, 852, 1908]"
yen11,page_0058,8,仰,máu,泖,U+6CD6,0.445,"[418, 1973, 535, 2081]"
yen11,page_0058,8,𬼘,ra,囉,U+56C9,0.171,"[418, 2153, 535, 2261]"
yen11,page_0058,9,仰,máu,泖,U+6CD6,0.467,"[279, 2196, 362, 2306]"
yen11,page_0060,2,尽,trời,𡗶,U+215F6,0.181,"[1340, 1832, 1435, 1952]"
yen11,page_0060,2,弟,nào,市,U+5E02,0.542,"[1340, 2132, 1435, 2242]"
yen11,page_0060,6,乔,trời,天,U+5929,0.233,"[713, 1874, 829, 1991]"
yen11,page_0062,3,庿,mà,麻,U+9EBB,0.427,"[1172, 1793, 1265, 1894]"
yen11,page_0062,4,尽,Trời,𡗶,U+215F6,0.119,"[1018, 2027, 1127, 2133]"
yen11,page_0062,5,繳,tói,繓,U+7E53,0.507,"[873, 2100, 975, 2210]"
yen11,page_0062,7,尺,này,尼,U+5C3C,0.164,"[559, 1446, 669, 1555]"
yen11,page_0062,9,明,dòng,𣳔,U+23CD4,0.198,"[261, 1960, 342, 2061]"
yen11,page_0064,1,帚,vua,君,U+541B,1.411,"[1526, 1009, 1631, 1124]"
yen11,page_0064,1,他,trẻ,礼,U+793C,0.603,"[1526, 2068, 1631, 2183]"
yen11,page_0064,2,卒,Trời,𡗶,U+215F6,0.326,"[1385, 630, 1479, 746]"
yen11,page_0064,3,蝌,ngày,時,U+6642,0.141,"[1227, 2330, 1326, 2434]"
yen11,page_0064,4,人,làm,爫,U+722B,0.137,"[1071, 984, 1170, 1093]"
yen11,page_0064,4,燻,lắm,凜,U+51DC,0.274,"[1071, 1350, 1170, 1459]"
yen11,page_0064,4,匈,ao,拗,U+62D7,0.269,"[1071, 1624, 1170, 1733]"
yen11,page_0064,4,汤,trị,治,U+6CBB,0.437,"[1071, 1989, 1170, 2099]"
yen11,page_0064,6,仪,nước,渃,U+6E03,0.153,"[761, 1260, 886, 1371]"
yen11,page_0064,7,醬,rô,嚕,U+5695,1.12,"[623, 1983, 735, 2100]"
yen11,page_0064,8,奉,vua,君,U+541B,0.274,"[486, 435, 589, 536]"
yen11,page_0064,9,啓,ôm,庵,U+5EB5,0.134,"[332, 1726, 425, 1838]"
yen11,page_0066,4,斥,trời,𡗶,U+215F6,0.224,"[1030, 2199, 1143, 2316]"
yen11,page_0066,5,閣,muốn,悶,U+60B6,0.122,"[875, 1426, 988, 1532]"
yen11,page_0066,6,拈,xem,袩,U+88A9,0.101,"[723, 2117, 846, 2228]"
yen11,page_0066,7,醫,rô,嚕,U+5695,0.978,"[581, 738, 686, 853]"
yen11,page_0066,7,伐,ấy,衣,U+8863,0.305,"[581, 834, 686, 949]"
yen11,page_0066,9,乞,vào,旦,U+65E6,0.258,"[251, 907, 351, 1017]"
yen11,page_0068,2,皆,Tiếng,浽,U+6D7D,0.188,"[1295, 1541, 1395, 1651]"
yen11,page_0068,4,馬,dốc,祝,U+795D,0.172,"[977, 1442, 1088, 1552]"
yen11,page_0068,5,祀,lấy,𢬦,U+22B26,0.423,"[831, 518, 954, 628]"
yen11,page_0068,7,仪,ý,衣,U+8863,0.234,"[537, 903, 643, 1020]"
yen11,page_0068,8,人,làm,爪,U+722A,0.107,"[387, 971, 497, 1082]"
yen11,page_0068,9,尽,trời,𡗶,U+215F6,0.288,"[231, 427, 336, 519]"
yen11,page_0070,2,常,Và,喡,U+55A1,0.17,"[1337, 1288, 1443, 1400]"
yen11,page_0070,2,途,chứng,証,U+8A3C,0.139,"[1337, 2406, 1443, 2508]"
yen11,page_0070,3,巫,sạch,泟,U+6CDF,0.228,"[1184, 728, 1296, 839]"
yen11,page_0070,3,𠄘,trời,天,U+5929,0.124,"[1184, 1472, 1296, 1583]"
yen11,page_0070,3,畄,hai,咍,U+548D,0.143,"[1184, 1844, 1296, 1955]"
yen11,page_0070,4,卵,phạm,犯,U+72AF,1.371,"[1050, 1611, 1145, 1726]"
yen11,page_0070,6,骸,hãi,㤥,U+3925,0.196,"[728, 1102, 835, 1212]"
yen11,page_0070,7,䋄,thịt,舌,U+820C,0.168,"[572, 723, 682, 833]"
yen11,page_0070,7,尺,thiên,天,U+5929,0.468,"[572, 1273, 682, 1383]"
yen11,page_0070,9,商,ông,翁,U+7FC1,0.178,"[264, 1483, 366, 1595]"
yen11,page_0072,4,菜,nghiệp,業,U+696D,1.254,"[990, 1858, 1091, 1973]"
yen11,page_0074,1,尽,Trời,𡗶,U+215F6,0.169,"[1475, 1110, 1600, 1228]"
yen11,page_0074,2,槎,Si,瘥,U+7625,0.364,"[1335, 534, 1452, 651]"
yen11,page_0074,2,槎,Si,瘥,U+7625,0.194,"[1335, 826, 1452, 943]"
yen11,page_0074,3,看,vua,君,U+541B,0.227,"[1192, 2199, 1294, 2317]"
yen11,page_0074,5,施,pha,葩,U+8469,0.327,"[884, 1560, 991, 1672]"
yen11,page_0074,5,眾,bốn,本,U+672C,0.233,"[884, 1842, 991, 1955]"
yen11,page_0074,6,尺,này,尼,U+5C3C,0.306,"[741, 1370, 848, 1483]"
yen11,page_0074,6,如,cô,姑,U+59D1,0.301,"[741, 2314, 848, 2428]"
yen11,page_0074,7,王,Sinh,生,U+751F,0.243,"[593, 719, 694, 836]"
yen11,page_0074,7,槎,si,瘥,U+7625,0.17,"[593, 2271, 694, 2388]"
yen11,page_0074,7,𫠓,ô,烏,U+70CF,0.418,"[593, 2368, 694, 2475]"
yen11,page_0074,9,𬼘,dạy,代,U+4EE3,0.311,"[293, 446, 389, 547]"
yen11,page_0076,1,恩,quỷ,鬼,U+9B3C,0.196,"[1525, 1131, 1645, 1239]"
yen11,page_0076,1,聴,ám,暗,U+6697,1.223,"[1525, 1221, 1645, 1329]"
yen11,page_0076,1,机,chết,折,U+6298,0.224,"[1525, 1492, 1645, 1600]"
yen11,page_0076,1,尽,này,尼,U+5C3C,0.167,"[1525, 2213, 1645, 2321]"
yen11,page_0076,2,厚,người,㝵,U+3775,0.237,"[1387, 2339, 1482, 2444]"
yen11,page_0076,3,啄,hòm,函,U+51FD,0.113,"[1230, 618, 1337, 739]"
yen11,page_0076,3,团,bấy,闭,U+95ED,0.133,"[1230, 2032, 1337, 2153]"
yen11,page_0076,4,眾,bốn,本,U+672C,0.32,"[1080, 928, 1170, 1051]"
yen11,page_0076,7,团,bé,闭,U+95ED,0.113,"[611, 2053, 717, 2170]"
yen11,page_0076,7,搠,lớn,懶,U+61F6,0.234,"[611, 2248, 717, 2366]"
yen11,page_0076,8,皆,tiếng,省,U+7701,0.26,"[465, 753, 560, 860]"
yen11,page_0078,1,枯,xem,袩,U+88A9,0.212,"[1452, 426, 1559, 534]"
yen11,page_0078,1,次,sa,沙,U+6C99,0.285,"[1452, 1503, 1559, 1622]"
yen11,page_0078,1,母,là,罗,U+7F57,0.219,"[1452, 1701, 1559, 1820]"
yen11,page_0078,2,从,ý,衣,U+8863,0.316,"[1310, 863, 1410, 970]"
yen11,page_0078,2,吹,dạy,代,U+4EE3,0.243,"[1310, 1131, 1410, 1238]"
yen11,page_0078,7,民,là,罗,U+7F57,0.151,"[551, 1264, 640, 1378]"
yen11,page_0078,7,好,vồ,模,U+6A21,0.114,"[551, 1454, 640, 1568]"
yen11,page_0078,9,择,rút,捽,U+637D,0.204,"[241, 2172, 336, 2278]"
yen11,page_0080,2,髻,đi,移,U+79FB,0.207,"[1317, 920, 1430, 1036]"
yen11,page_0080,4,𰑊,hãi,㤥,U+3925,0.316,"[1001, 1403, 1118, 1522]"
yen11,page_0080,4,接,đi,移,U+79FB,0.132,"[1001, 1698, 1118, 1817]"
yen11,page_0080,7,莒,đày,苔,U+82D4,0.133,"[566, 1145, 711, 1225]"
yen11,page_0080,9,人,làm,爪,U+722A,0.141,"[283, 1003, 379, 1120]"
yen11,page_0086,3,噶,Rô,嚕,U+5695,1.201,"[1163, 920, 1270, 1031]"
yen11,page_0086,5,花,nhà,如,U+5982,0.137,"[872, 1247, 970, 1352]"
yen11,page_0086,6,𤼲,Đền,殿,U+6BBF,0.105,"[706, 460, 812, 557]"
yen11,page_0086,6,了,pha,葩,U+8469,0.315,"[706, 1690, 812, 1797]"
yen11,page_0086,7,呫,Lu,𢗼,U+225FC,0.207,"[565, 981, 654, 1086]"
yen11,page_0086,8,虵,bàn,盤,U+76E4,0.256,"[415, 828, 510, 941]"
yen11,page_0086,8,涂,thờ,蜍,U+870D,0.141,"[415, 922, 510, 1034]"
yen11,page_0086,9,委,sau,娄,U+5A04,0.484,"[266, 2026, 352, 2131]"
yen11,page_0088,1,蹐,tê,躋,U+8E8B,0.47,"[1482, 505, 1581, 613]"
yen11,page_0088,1,吟,dạy,代,U+4EE3,0.266,"[1482, 595, 1581, 703]"
yen11,page_0088,1,人,làm,乄,U+4E44,0.115,"[1482, 955, 1581, 1063]"
yen11,page_0088,2,理,nào,羅,U+7F85,0.134,"[1417, 2273, 1492, 2333]"
yen11,page_0088,2,皪,thờ,蜍,U+870D,0.125,"[1417, 2391, 1492, 2473]"
yen11,page_0088,3,眾,và,喡,U+55A1,0.243,"[1178, 787, 1267, 900]"
yen11,page_0088,3,闲,Về,衞,U+885E,0.109,"[1178, 1448, 1267, 1561]"
yen11,page_0088,4,𠗆,khác,恪,U+606A,0.159,"[1029, 1074, 1134, 1187]"
yen11,page_0088,5,曳,đến,旦,U+65E6,0.236,"[868, 1928, 983, 2042]"
yen11,page_0088,5,馀,thờ,烏,U+70CF,0.175,"[868, 2024, 983, 2138]"
yen11,page_0088,6,宴,kia,其,U+5176,0.17,"[712, 2102, 827, 2214]"
yen11,page_0088,7,次,khi,吱,U+5431,0.108,"[568, 1078, 677, 1192]"
yen11,page_0088,8,奠,kia,其,U+5176,0.299,"[432, 1459, 526, 1572]"
yen11,page_0090,1,人,làm,爫,U+722B,0.128,"[1467, 994, 1570, 1105]"
yen11,page_0090,2,花,lễ,礼,U+793C,0.346,"[1308, 522, 1415, 625]"
yen11,page_0090,5,尼,đem,冘,U+5198,0.273,"[857, 1909, 958, 2019]"
yen11,page_0090,6,尽,Trời,𡗶,U+215F6,0.304,"[703, 806, 794, 916]"
yen11,page_0090,7,姻,điều,調,U+8ABF,0.281,"[547, 1365, 654, 1476]"
yen11,page_0090,8,歿,phá,破,U+7834,0.356,"[389, 801, 491, 912]"
yen11,page_0090,8,弟,nào,市,U+5E02,0.139,"[389, 1910, 491, 2020]"
yen11,page_0090,8,祀,lấy,礼,U+793C,0.23,"[389, 2187, 491, 2298]"
yen11,page_0092,5,移,rê,黎,U+9ECE,0.131,"[867, 956, 977, 1063]"
yen11,page_0092,5,署,rô,嚕,U+5695,0.136,"[867, 2376, 977, 2474]"
yen11,page_0092,7,思,quỷ,鬼,U+9B3C,0.113,"[558, 502, 696, 619]"
yen11,page_0092,8,細,nộp,納,U+7D0D,1.296,"[406, 902, 518, 1020]"
yen11,page_0092,9,煑,thưởng,賞,U+8CDE,1.273,"[273, 2053, 368, 2175]"
yen11,page_0094,1,用,Bấy,闭,U+95ED,0.159,"[1481, 882, 1586, 991]"
yen11,page_0094,2,守,cả,竒,U+7AD2,0.142,"[1326, 1465, 1429, 1577]"
yen11,page_0094,3,弟,nào,市,U+5E02,0.149,"[1183, 707, 1288, 821]"
yen11,page_0094,6,尺,này,尼,U+5C3C,0.425,"[731, 1504, 840, 1622]"
yen11,page_0094,8,果,là,罗,U+7F57,0.188,"[419, 1973, 522, 2090]"
yen11,page_0094,9,寿,vua,君,U+541B,1.361,"[274, 1710, 365, 1820]"
yen11,page_0096,4,痘,đau,𤴬,U+24D2C,0.507,"[992, 2204, 1112, 2320]"
yen11,page_0096,4,承,nó,奴,U+5974,1.146,"[992, 2396, 1112, 2502]"
yen11,page_0096,5,痒,còn,群,U+7FA4,0.265,"[849, 440, 957, 541]"
yen11,page_0096,5,数,đoạn,断,U+65AD,0.131,"[849, 1719, 957, 1829]"
yen11,page_0096,6,依,ấy,衣,U+8863,0.104,"[694, 1886, 840, 2003]"
yen11,page_0096,8,承,trời,𡗶,U+215F6,0.435,"[414, 617, 516, 723]"
yen11,page_0096,9,徔,đạo,道,U+9053,0.277,"[275, 1370, 361, 1481]"
yen11,page_0098,1,教,đi,移,U+79FB,0.265,"[1492, 1385, 1614, 1508]"
yen11,page_0098,1,厯,quỷ,鬼,U+9B3C,1.195,"[1492, 1692, 1614, 1816]"
yen11,page_0098,1,母,Người,㝵,U+3775,0.144,"[1492, 2000, 1614, 2124]"
yen11,page_0098,1,踡,quỳ,跪,U+8DEA,0.218,"[1492, 2308, 1614, 2431]"
yen11,page_0098,4,丞,trời,天,U+5929,0.219,"[1063, 1283, 1165, 1394]"
yen11,page_0098,5,𢪷,lấy,𢬦,U+22B26,0.147,"[911, 659, 1033, 788]"
yen11,page_0098,5,眾,và,喡,U+55A1,0.214,"[911, 1194, 1033, 1323]"
yen11,page_0098,5,已,chịu,召,U+53EC,0.349,"[911, 2050, 1033, 2179]"
yen11,page_0098,7,尺,này,尼,U+5C3C,0.191,"[599, 1541, 711, 1651]"
yen11,page_0098,9,他,này,尼,U+5C3C,0.166,"[279, 632, 381, 744]"
yen11,page_0100,1,尽,Trời,𡗶,U+215F6,0.214,"[1463, 622, 1592, 748]"
yen11,page_0100,1,謂,giảng,講,U+8B1B,1.134,"[1463, 1986, 1592, 2112]"
yen11,page_0100,2,昭,hai,咍,U+548D,0.269,"[1318, 603, 1441, 716]"
yen11,page_0100,2,𫠓,dốc,篤,U+7BE4,0.242,"[1318, 697, 1441, 810]"
yen11,page_0100,2,檢,rừng,棱,U+68F1,0.128,"[1318, 1451, 1441, 1564]"
yen11,page_0100,2,孤,bắt,扒,U+6252,0.313,"[1318, 1546, 1441, 1658]"
yen11,page_0100,3,宅,vào,包,U+5305,0.325,"[1169, 2201, 1271, 2320]"
yen11,page_0100,5,途,dâm,滛,U+6EDB,0.37,"[857, 1869, 966, 1986]"
yen11,page_0100,6,貧,tham,貪,U+8CAA,0.32,"[714, 411, 818, 515]"
yen11,page_0100,7,弟,một,更,U+66F4,0.113,"[565, 1528, 679, 1641]"
yen11,page_0100,8,𬼘,dạy,代,U+4EE3,0.478,"[429, 1481, 532, 1600]"
yen11,page_0102,1,犀,một,蔑,U+8511,0.131,"[1473, 2025, 1578, 2138]"
yen11,page_0102,1,氏,ấy,衣,U+8863,0.264,"[1473, 2306, 1578, 2418]"
yen11,page_0102,5,唱,hay,咍,U+548D,0.203,"[871, 435, 1005, 538]"
yen11,page_0102,5,喂,quở,𠵩,U+20D69,0.383,"[871, 1174, 1005, 1287]"
yen11,page_0102,6,弟,Nào,市,U+5E02,0.549,"[721, 1139, 828, 1262]"
yen11,page_0102,6,用,bấy,闭,U+95ED,0.151,"[721, 1650, 828, 1773]"
yen11,page_0102,8,生,cùng,共,U+5171,0.159,"[401, 715, 508, 831]"
yen11,page_0102,9,𠮦,hay,咍,U+548D,0.135,"[258, 1892, 354, 2001]"
yen11,page_0102,9,賤,giặc,賊,U+8CCA,1.066,"[258, 2348, 354, 2448]"
yen11,page_0104,1,人,làm,爪,U+722A,0.124,"[1516, 745, 1629, 863]"
yen11,page_0104,1,碧,Rô,嚕,U+5695,1.028,"[1516, 1235, 1629, 1353]"
yen11,page_0104,2,故,đi,移,U+79FB,0.103,"[1353, 1513, 1455, 1629]"
yen11,page_0104,4,爾,về,衛,U+885B,0.144,"[1036, 832, 1137, 948]"
yen11,page_0104,5,畱,le,离,U+79BB,0.104,"[878, 1094, 986, 1207]"
yen11,page_0104,7,訥,điều,調,U+8ABF,0.265,"[586, 1371, 687, 1483]"
yen11,page_0104,8,𠯵,nghề,芸,U+82B8,1.326,"[446, 435, 543, 541]"
yen11,page_0106,2,赤,về,𧗱,U+275F1,0.138,"[1331, 1104, 1439, 1211]"
yen11,page_0106,3,歩,về,耒,U+8012,0.182,"[1191, 1636, 1300, 1754]"
yen11,page_0106,7,尺,này,尼,U+5C3C,0.289,"[595, 1570, 698, 1681]"
yen11,page_0106,8,吞,Thiên,天,U+5929,0.227,"[435, 1085, 553, 1192]"
yen11,page_0106,8,小,phép,法,U+6CD5,1.089,"[435, 1353, 553, 1460]"
yen11,page_0106,8,鿄,lắm,凜,U+51DC,0.155,"[435, 1888, 553, 1995]"
yen11,page_0108,4,嗅,cười,唭,U+552D,0.186,"[992, 2009, 1095, 2122]"
yen11,page_0108,7,𣐱,Thầy,柴,U+67F4,0.374,"[544, 1540, 664, 1653]"
yen11,page_0108,7,呼,dạy,代,U+4EE3,0.162,"[544, 1634, 664, 1747]"
yen11,page_0108,7,祀,lấy,𢬦,U+22B26,0.149,"[544, 1729, 664, 1842]"
yen11,page_0108,8,擒,cỏi,塊,U+584A,0.996,"[402, 1021, 515, 1144]"
yen11,page_0108,8,㸃,mặc,黙,U+9ED9,0.393,"[402, 1843, 515, 1966]"
yen11,page_0110,3,振,đẩy,底,U+5E95,0.365,"[1171, 2187, 1301, 2309]"
yen11,page_0110,4,𮎛,bao,包,U+5305,1.198,"[1029, 1088, 1158, 1197]"
yen11,page_0110,6,难,năn,唯,U+552F,0.196,"[728, 993, 836, 1101]"
yen11,page_0110,6,堕,xin,填,U+586B,0.144,"[728, 2345, 836, 2444]"
yen11,page_0110,9,蜀,cả,竒,U+7AD2,0.133,"[259, 1172, 356, 1280]"
yen11,page_0110,9,楽,nhạo,道,U+9053,1.159,"[259, 1444, 356, 1552]"
yen11,page_0112,2,𦀇,mình,命,U+547D,0.436,"[1306, 714, 1422, 832]"
yen11,page_0112,2,槎,si,瘥,U+7625,0.147,"[1306, 1694, 1422, 1812]"
yen11,page_0112,6,辛,băng,水,U+6C34,0.114,"[712, 1835, 811, 1948]"
yen11,page_0112,6,妄,năn,唯,U+552F,0.266,"[712, 2023, 811, 2136]"
yen11,page_0112,8,傷,thiên,天,U+5929,0.232,"[414, 593, 528, 666]"
yen11,page_0112,8,夲,hạ,下,U+4E0B,0.336,"[414, 645, 528, 716]"
yen11,page_0112,8,呂,đạo,道,U+9053,0.181,"[414, 747, 528, 845]"
yen11,page_0112,9,用,Bấy,闭,U+95ED,0.139,"[267, 825, 382, 949]"
yen11,page_0112,9,趨,đi,移,U+79FB,0.194,"[267, 2071, 382, 2195]"
yen11,page_0114,1,遇,người,昆,U+6606,0.123,"[1450, 1146, 1579, 1268]"
yen11,page_0114,1,景,và,巴,U+5DF4,0.144,"[1450, 2172, 1579, 2294]"
yen11,page_0114,2,石,vậy,丕,U+4E15,0.266,"[1313, 527, 1422, 645]"
yen11,page_0114,3,弟,một,更,U+66F4,0.164,"[1170, 442, 1274, 551]"
yen11,page_0114,4,尽,trời,𡗶,U+215F6,0.256,"[1016, 1720, 1131, 1830]"
yen11,page_0114,7,擒,cội,檜,U+6A9C,1.297,"[555, 1904, 663, 2022]"
yen11,page_0114,9,華,thầy,柴,U+67F4,0.22,"[250, 1403, 352, 1519]"
yen11,page_0116,2,放,đi,移,U+79FB,0.146,"[1361, 2286, 1467, 2403]"
yen11,page_0116,3,吹,dạy,代,U+4EE3,0.4,"[1212, 546, 1317, 664]"
yen11,page_0116,4,寛,xuống,下,U+4E0B,1.072,"[1056, 2376, 1168, 2478]"
yen11,page_0116,6,思,quỷ,鬼,U+9B3C,0.192,"[759, 1001, 861, 1117]"
yen11,page_0116,6,𠄘,Trời,𡗶,U+215F6,0.337,"[759, 2257, 861, 2373]"
yen11,page_0116,7,团,bấy,闭,U+95ED,0.127,"[605, 888, 726, 1001]"
yen11,page_0116,9,䓁,toan,筭,U+7B6D,0.329,"[307, 2069, 402, 2186]"
yen11,page_0118,3,团,Bấy,闭,U+95ED,0.356,"[1183, 1322, 1296, 1429]"
yen11,page_0118,3,故,đi,移,U+79FB,0.149,"[1183, 1946, 1296, 2053]"
yen11,page_0118,3,祗,xem,袩,U+88A9,0.162,"[1183, 2303, 1296, 2410]"
yen11,page_0118,6,槎,Si,瘥,U+7625,0.15,"[735, 1504, 842, 1622]"
yen11,page_0118,7,要,La,罗,U+7F57,0.164,"[583, 2213, 695, 2325]"
yen11,page_0120,1,团,Bấy,闭,U+95ED,0.224,"[1492, 815, 1583, 925]"
yen11,page_0120,1,乞,vào,旦,U+65E6,0.153,"[1492, 1184, 1583, 1294]"
yen11,page_0120,3,尽,Trời,𡗶,U+215F6,0.221,"[1176, 1441, 1277, 1551]"
yen11,page_0120,5,財,gần,𧵆,U+27D46,0.15,"[865, 958, 967, 1065]"
yen11,page_0120,5,用,Bấy,闭,U+95ED,0.167,"[865, 1226, 967, 1333]"
yen11,page_0120,5,尽,Trời,𡗶,U+215F6,0.2,"[865, 2119, 967, 2226]"
yen11,page_0120,6,按,cũng,拱,U+62F1,0.216,"[709, 1225, 821, 1333]"
yen11,page_0120,6,祖,Lạy,礼,U+793C,0.275,"[709, 1852, 821, 1960]"
yen11,page_0120,8,晨,nặng,曩,U+66E9,0.353,"[408, 692, 525, 805]"
yen11,page_0120,9,恩,Quỷ,鬼,U+9B3C,0.167,"[253, 331, 358, 430]"
yen11,page_0122,1,㕣,ấy,衣,U+8863,0.179,"[1467, 1188, 1573, 1299]"
yen11,page_0122,3,法,nước,渃,U+6E03,0.206,"[1174, 1252, 1274, 1359]"
yen11,page_0122,3,𭂫,đem,冘,U+5198,0.118,"[1174, 2140, 1274, 2246]"
yen11,page_0122,5,呼,ra,囉,U+56C9,0.203,"[896, 909, 998, 1018]"
yen11,page_0122,5,果,trăm,林,U+6797,0.147,"[896, 1640, 998, 1749]"
yen11,page_0122,6,𠮦,HAI,咍,U+548D,0.326,"[739, 853, 847, 969]"
yen11,page_0122,7,湟,nết,𣵀,U+23D40,0.102,"[598, 2306, 697, 2418]"
yen11,page_0122,8,岸,còn,群,U+7FA4,0.387,"[438, 1420, 539, 1525]"
yen11,page_0122,9,紹,rối,綏,U+7D8F,0.28,"[283, 1386, 378, 1496]"
yen11,page_0122,9,官,hai,台,U+53F0,0.133,"[283, 2389, 378, 2490]"
yen11,page_0124,3,陬,năm,𠄼,U+2013C,0.104,"[1187, 1335, 1298, 1442]"
yen11,page_0124,5,百,hay,咍,U+548D,0.101,"[887, 1702, 987, 1810]"
yen11,page_0124,8,坂,Khi,欺,U+6B3A,0.342,"[440, 1849, 540, 1961]"
yen11,page_0124,9,母,là,罗,U+7F57,0.254,"[287, 2141, 377, 2249]"
yen11,page_0126,1,李,học,斈,U+6588,0.257,"[1462, 972, 1581, 1085]"
yen11,page_0126,2,𬜻,nghiệp,業,U+696D,1.106,"[1329, 1431, 1427, 1542]"
yen11,page_0126,9,庙,mà,麻,U+9EBB,0.282,"[248, 1062, 356, 1175]"
yen11,page_0126,9,法,chưa,渚,U+6E1A,0.289,"[248, 1346, 356, 1459]"
yen11,page_0128,3,蓐,mắng,莾,U+83BE,0.146,"[1169, 946, 1262, 1058]"
yen11,page_0128,4,𡚶,ăn,安,U+5B89,0.267,"[1012, 2214, 1109, 2324]"
yen11,page_0128,5,袍,lấy,礼,U+793C,0.106,"[868, 544, 972, 652]"
yen11,page_0128,5,尺,nơi,尼,U+5C3C,0.298,"[868, 1533, 972, 1641]"
yen11,page_0128,5,火,thiếu,少,U+5C11,0.378,"[868, 2253, 972, 2361]"
yen11,page_0128,6,吒,uống,㕵,U+3575,0.172,"[710, 2260, 818, 2369]"
yen11,page_0128,8,送,nước,渃,U+6E03,0.307,"[422, 532, 523, 640]"
yen11,page_0130,4,扶,su,秋,U+79CB,0.279,"[1017, 799, 1116, 902]"
