nom_char,unicode,count,weight_balanced,bucket
蕘,U+8558,1,14.6681,HAN_BASIC
𠍭,U+2036D,1,14.6681,NOM_EXT_B_PLUS
沣,U+6CA3,1,14.6681,HAN_BASIC
脼,U+813C,1,14.6681,HAN_BASIC
𧥾,U+2797E,1,14.6681,NOM_EXT_B_PLUS
葥,U+8465,1,14.6681,HAN_BASIC
楎,U+694E,1,14.6681,HAN_BASIC
觳,U+89F3,1,14.6681,HAN_BASIC
捞,U+635E,1,14.6681,HAN_BASIC
𡬶,U+21B36,1,14.6681,NOM_EXT_B_PLUS
猪,U+732A,1,14.6681,HAN_BASIC
昀,U+6600,1,14.6681,HAN_BASIC
𤮗,U+24B97,1,14.6681,NOM_EXT_B_PLUS
譖,U+8B56,1,14.6681,HAN_BASIC
鋁,U+92C1,1,14.6681,HAN_BASIC
佋,U+4F4B,1,14.6681,HAN_BASIC
𠮩,U+20BA9,1,14.6681,NOM_EXT_B_PLUS
州,U+5DDE,1,14.6681,HAN_BASIC
𦀚,U+2601A,1,14.6681,NOM_EXT_B_PLUS
諳,U+8AF3,1,14.6681,HAN_BASIC
曉,U+66C9,1,14.6681,HAN_BASIC
舒,U+8212,1,14.6681,HAN_BASIC
弑,U+5F11,1,14.6681,HAN_BASIC
尘,U+5C18,1,14.6681,HAN_BASIC
𤳱,U+24CF1,1,14.6681,NOM_EXT_B_PLUS
鋆,U+92C6,1,14.6681,HAN_BASIC
咖,U+5496,1,14.6681,HAN_BASIC
𢵬,U+22D6C,1,14.6681,NOM_EXT_B_PLUS
𢂎,U+2208E,1,14.6681,NOM_EXT_B_PLUS
銵,U+92B5,1,14.6681,HAN_BASIC
迏,U+8FCF,1,14.6681,HAN_BASIC
䏧,U+43E7,1,14.6681,CJK_EXT_A
崆,U+5D06,1,14.6681,HAN_BASIC
蒍,U+848D,1,14.6681,HAN_BASIC
徕,U+5F95,1,14.6681,HAN_BASIC
溹,U+6EB9,1,14.6681,HAN_BASIC
鞬,U+97AC,1,14.6681,HAN_BASIC
𰔐,U+30510,1,14.6681,OTHER
臾,U+81FE,1,14.6681,HAN_BASIC
訶,U+8A36,1,14.6681,HAN_BASIC
瞑,U+7791,1,14.6681,HAN_BASIC
𠬙,U+20B19,1,14.6681,NOM_EXT_B_PLUS
芴,U+82B4,1,14.6681,HAN_BASIC
囟,U+56DF,1,14.6681,HAN_BASIC
牯,U+726F,1,14.6681,HAN_BASIC
𠮧,U+20BA7,1,14.6681,NOM_EXT_B_PLUS
㢘,U+3898,1,14.6681,CJK_EXT_A
倡,U+5021,1,14.6681,HAN_BASIC
𠩻,U+20A7B,1,14.6681,NOM_EXT_B_PLUS
𡮅,U+21B85,1,14.6681,NOM_EXT_B_PLUS
譬,U+8B6C,1,14.6681,HAN_BASIC
好,U+597D,1,14.6681,HAN_BASIC
𦟐,U+267D0,1,14.6681,NOM_EXT_B_PLUS
𠝓,U+20753,1,14.6681,NOM_EXT_B_PLUS
𠅫,U+2016B,1,14.6681,NOM_EXT_B_PLUS
芳,U+82B3,1,14.6681,HAN_BASIC
昬,U+662C,1,14.6681,HAN_BASIC
鉆,U+9246,1,14.6681,HAN_BASIC
𢜞,U+2271E,1,14.6681,NOM_EXT_B_PLUS
𥊤,U+252A4,1,14.6681,NOM_EXT_B_PLUS
瞽,U+77BD,1,14.6681,HAN_BASIC
葀,U+8440,1,14.6681,HAN_BASIC
楒,U+6952,1,14.6681,HAN_BASIC
跀,U+8DC0,1,14.6681,HAN_BASIC
娅,U+5A05,1,14.6681,HAN_BASIC
骾,U+9ABE,1,14.6681,HAN_BASIC
魛,U+9B5B,1,14.6681,HAN_BASIC
獬,U+736C,1,14.6681,HAN_BASIC
壜,U+58DC,1,14.6681,HAN_BASIC
坛,U+575B,1,14.6681,HAN_BASIC
禾,U+79BE,1,14.6681,HAN_BASIC
玗,U+7397,1,14.6681,HAN_BASIC
逘,U+9018,1,14.6681,HAN_BASIC
𠔋,U+2050B,1,14.6681,NOM_EXT_B_PLUS
吁,U+5401,1,14.6681,HAN_BASIC
圩,U+5729,1,14.6681,HAN_BASIC
粚,U+7C9A,1,14.6681,HAN_BASIC
挧,U+6327,1,14.6681,HAN_BASIC
芝,U+829D,1,14.6681,HAN_BASIC
途,U+9014,1,14.6681,HAN_BASIC
䬚,U+4B1A,1,14.6681,CJK_EXT_A
𥔦,U+25526,1,14.6681,NOM_EXT_B_PLUS
拭,U+62ED,1,14.6681,HAN_BASIC
𦪼,U+26ABC,1,14.6681,NOM_EXT_B_PLUS
砟,U+781F,1,14.6681,HAN_BASIC
焄,U+7104,1,14.6681,HAN_BASIC
豏,U+8C4F,1,14.6681,HAN_BASIC
残,U+6B8B,1,14.6681,HAN_BASIC
塞,U+585E,1,14.6681,HAN_BASIC
𨄱,U+28131,1,14.6681,NOM_EXT_B_PLUS
湣,U+6E63,1,14.6681,HAN_BASIC
闶,U+95F6,1,14.6681,HAN_BASIC
己,U+5DF1,1,14.6681,HAN_BASIC
敚,U+655A,1,14.6681,HAN_BASIC
俢,U+4FE2,1,14.6681,HAN_BASIC
𢏡,U+223E1,1,14.6681,NOM_EXT_B_PLUS
矺,U+77FA,1,14.6681,HAN_BASIC
滃,U+6EC3,1,14.6681,HAN_BASIC
𠖩,U+205A9,1,14.6681,NOM_EXT_B_PLUS
椎,U+690E,1,14.6681,HAN_BASIC
炤,U+70A4,1,14.6681,HAN_BASIC
唓,U+5513,1,14.6681,HAN_BASIC
𤞦,U+247A6,1,14.6681,NOM_EXT_B_PLUS
吡,U+5421,1,14.6681,HAN_BASIC
瀾,U+703E,1,14.6681,HAN_BASIC
茤,U+8324,1,14.6681,HAN_BASIC
匱,U+5331,1,14.6681,HAN_BASIC
裻,U+88FB,1,14.6681,HAN_BASIC
士,U+58EB,1,14.6681,HAN_BASIC
𠄶,U+20136,1,14.6681,NOM_EXT_B_PLUS
𢯏,U+22BCF,1,14.6681,NOM_EXT_B_PLUS
鍳,U+9373,1,14.6681,HAN_BASIC
誏,U+8A8F,1,14.6681,HAN_BASIC
𢳁,U+22CC1,1,14.6681,NOM_EXT_B_PLUS
肯,U+80AF,1,14.6681,HAN_BASIC
馗,U+9997,1,14.6681,HAN_BASIC
昃,U+6603,1,14.6681,HAN_BASIC
𠼣,U+20F23,1,14.6681,NOM_EXT_B_PLUS
𠰏,U+20C0F,1,14.6681,NOM_EXT_B_PLUS
牠,U+7260,1,14.6681,HAN_BASIC
池,U+6C60,1,14.6681,HAN_BASIC
剬,U+526C,1,14.6681,HAN_BASIC
净,U+51C0,1,14.6681,HAN_BASIC
褪,U+892A,1,14.6681,HAN_BASIC
樝,U+6A1D,1,14.6681,HAN_BASIC
㳘,U+3CD8,1,14.6681,CJK_EXT_A
珅,U+73C5,1,14.6681,HAN_BASIC
管,U+7BA1,1,14.6681,HAN_BASIC
嶮,U+5DAE,1,14.6681,HAN_BASIC
沮,U+6CAE,1,14.6681,HAN_BASIC
决,U+51B3,1,14.6681,HAN_BASIC
志,U+5FD7,1,14.6681,HAN_BASIC
兄,U+5144,1,14.6681,HAN_BASIC
𠺙,U+20E99,1,14.6681,NOM_EXT_B_PLUS
𡠿,U+2183F,1,14.6681,NOM_EXT_B_PLUS
猨,U+7328,1,14.6681,HAN_BASIC
忽,U+5FFD,1,14.6681,HAN_BASIC
烖,U+70D6,1,14.6681,HAN_BASIC
傪,U+50AA,1,14.6681,HAN_BASIC
趄,U+8D84,1,14.6681,HAN_BASIC
寠,U+5BE0,1,14.6681,HAN_BASIC
頯,U+982F,1,14.6681,HAN_BASIC
㣽,U+38FD,1,14.6681,CJK_EXT_A
搵,U+6435,1,14.6681,HAN_BASIC
𪀓,U+2A013,1,14.6681,NOM_EXT_B_PLUS
堶,U+5836,1,14.6681,HAN_BASIC
𡅻,U+2117B,1,14.6681,NOM_EXT_B_PLUS
礊,U+790A,1,14.6681,HAN_BASIC
谟,U+8C1F,1,14.6681,HAN_BASIC
艤,U+8264,1,14.6681,HAN_BASIC
肎,U+808E,1,14.6681,HAN_BASIC
涓,U+6D93,1,14.6681,HAN_BASIC
𥩉,U+25A49,1,14.6681,NOM_EXT_B_PLUS
𧅕,U+27155,1,14.6681,NOM_EXT_B_PLUS
𡑩,U+21469,1,14.6681,NOM_EXT_B_PLUS
𡭠,U+21B60,1,14.6681,NOM_EXT_B_PLUS
裡,U+88E1,1,14.6681,HAN_BASIC
渦,U+6E26,1,14.6681,HAN_BASIC
擹,U+64F9,1,14.6681,HAN_BASIC
嗌,U+55CC,1,14.6681,HAN_BASIC
㾯,U+3FAF,1,14.6681,CJK_EXT_A
縟,U+7E1F,1,14.6681,HAN_BASIC
虼,U+867C,1,14.6681,HAN_BASIC
𡒃,U+21483,1,14.6681,NOM_EXT_B_PLUS
裨,U+88E8,1,14.6681,HAN_BASIC
㖭,U+35AD,1,14.6681,CJK_EXT_A
寳,U+5BF3,1,14.6681,HAN_BASIC
濤,U+6FE4,1,14.6681,HAN_BASIC
潷,U+6F77,1,14.6681,HAN_BASIC
彀,U+5F40,1,14.6681,HAN_BASIC
𨁧,U+28067,1,14.6681,NOM_EXT_B_PLUS
懵,U+61F5,1,14.6681,HAN_BASIC
怞,U+601E,1,14.6681,HAN_BASIC
𢭵,U+22B75,1,14.6681,NOM_EXT_B_PLUS
荼,U+837C,1,14.6681,HAN_BASIC
𢯐,U+22BD0,1,14.6681,NOM_EXT_B_PLUS
茴,U+8334,1,14.6681,HAN_BASIC
𠧆,U+209C6,1,14.6681,NOM_EXT_B_PLUS
𬚸,U+2C6B8,1,14.6681,NOM_EXT_B_PLUS
殠,U+6BA0,1,14.6681,HAN_BASIC
䊒,U+4292,1,14.6681,CJK_EXT_A
缫,U+7F2B,1,14.6681,HAN_BASIC
海,U+6D77,1,14.6681,HAN_BASIC
葷,U+8477,1,14.6681,HAN_BASIC
𠲲,U+20CB2,1,14.6681,NOM_EXT_B_PLUS
険,U+967A,1,14.6681,HAN_BASIC
𨗛,U+285DB,1,14.6681,NOM_EXT_B_PLUS
榎,U+698E,1,14.6681,HAN_BASIC
措,U+63AA,1,14.6681,HAN_BASIC
𨄞,U+2811E,1,14.6681,NOM_EXT_B_PLUS
奵,U+5975,1,14.6681,HAN_BASIC
承,U+627F,1,14.6681,HAN_BASIC
𦰟,U+26C1F,1,14.6681,NOM_EXT_B_PLUS
籈,U+7C48,1,14.6681,HAN_BASIC
欸,U+6B38,1,14.6681,HAN_BASIC
蘖,U+8616,1,14.6681,HAN_BASIC
榯,U+69AF,1,14.6681,HAN_BASIC
载,U+8F7D,1,14.6681,HAN_BASIC
𢚕,U+22695,1,14.6681,NOM_EXT_B_PLUS
膈,U+8188,1,14.6681,HAN_BASIC
𠷿,U+20DFF,1,14.6681,NOM_EXT_B_PLUS
𠨇,U+20A07,1,14.6681,NOM_EXT_B_PLUS
㫳,U+3AF3,1,14.6681,CJK_EXT_A
摰,U+6470,1,14.6681,HAN_BASIC
茲,U+8332,1,14.6681,HAN_BASIC
𠖨,U+205A8,1,14.6681,NOM_EXT_B_PLUS
蘅,U+8605,1,14.6681,HAN_BASIC
犩,U+72A9,1,14.6681,HAN_BASIC
駴,U+99F4,1,14.6681,HAN_BASIC
论,U+8BBA,1,14.6681,HAN_BASIC
臣,U+81E3,1,14.6681,HAN_BASIC
乹,U+4E79,1,14.6681,HAN_BASIC
𡙮,U+2166E,1,14.6681,NOM_EXT_B_PLUS
㭲,U+3B72,1,14.6681,CJK_EXT_A
邫,U+90AB,1,14.6681,HAN_BASIC
𠀮,U+2002E,1,14.6681,NOM_EXT_B_PLUS
𢚷,U+226B7,1,14.6681,NOM_EXT_B_PLUS
轻,U+8F7B,1,14.6681,HAN_BASIC
輸,U+8F38,1,14.6681,HAN_BASIC
𨂼,U+280BC,1,14.6681,NOM_EXT_B_PLUS
嶾,U+5DBE,1,14.6681,HAN_BASIC
振,U+632F,1,14.6681,HAN_BASIC
敟,U+655F,1,14.6681,HAN_BASIC
逎,U+900E,1,14.6681,HAN_BASIC
棬,U+68EC,1,14.6681,HAN_BASIC
霏,U+970F,1,14.6681,HAN_BASIC
榟,U+699F,1,14.6681,HAN_BASIC
𨇹,U+281F9,1,14.6681,NOM_EXT_B_PLUS
臭,U+81ED,1,14.6681,HAN_BASIC
嚗,U+5697,1,14.6681,HAN_BASIC
鳢,U+9CE2,1,14.6681,HAN_BASIC
𬨨,U+2CA28,1,14.6681,NOM_EXT_B_PLUS
博,U+535A,1,14.6681,HAN_BASIC
虐,U+8650,1,14.6681,HAN_BASIC
愔,U+6114,1,14.6681,HAN_BASIC
凄,U+51C4,1,14.6681,HAN_BASIC
馐,U+9990,1,14.6681,HAN_BASIC
迾,U+8FFE,1,14.6681,HAN_BASIC
𠶈,U+20D88,1,14.6681,NOM_EXT_B_PLUS
鎙,U+9399,1,14.6681,HAN_BASIC
𡬦,U+21B26,1,14.6681,NOM_EXT_B_PLUS
肆,U+8086,1,14.6681,HAN_BASIC
𢭳,U+22B73,1,14.6681,NOM_EXT_B_PLUS
𦂯,U+260AF,1,14.6681,NOM_EXT_B_PLUS
憋,U+618B,1,14.6681,HAN_BASIC
𣵰,U+23D70,1,14.6681,NOM_EXT_B_PLUS
㕲,U+3572,1,14.6681,CJK_EXT_A
偿,U+507F,1,14.6681,HAN_BASIC
蜾,U+873E,1,14.6681,HAN_BASIC
摤,U+6464,1,14.6681,HAN_BASIC
鎮,U+93AE,1,14.6681,HAN_BASIC
珰,U+73F0,1,14.6681,HAN_BASIC
忈,U+5FC8,1,14.6681,HAN_BASIC
枴,U+67B4,1,14.6681,HAN_BASIC
𥓶,U+254F6,1,14.6681,NOM_EXT_B_PLUS
楛,U+695B,1,14.6681,HAN_BASIC
广,U+5E7F,1,14.6681,HAN_BASIC
粕,U+7C95,1,14.6681,HAN_BASIC
𡧻,U+219FB,1,14.6681,NOM_EXT_B_PLUS
𠧉,U+209C9,1,14.6681,NOM_EXT_B_PLUS
𬧐,U+2C9D0,1,14.6681,NOM_EXT_B_PLUS
𡀿,U+2103F,1,14.6681,NOM_EXT_B_PLUS
旇,U+65C7,1,14.6681,HAN_BASIC
祧,U+7967,1,14.6681,HAN_BASIC
𧜗,U+27717,1,14.6681,NOM_EXT_B_PLUS
游,U+6E38,1,14.6681,HAN_BASIC
肚,U+809A,1,14.6681,HAN_BASIC
肨,U+80A8,1,14.6681,HAN_BASIC
鴽,U+9D3D,1,14.6681,HAN_BASIC
欤,U+6B24,1,14.6681,HAN_BASIC
堝,U+581D,1,14.6681,HAN_BASIC
矈,U+77C8,1,14.6681,HAN_BASIC
餳,U+9933,1,14.6681,HAN_BASIC
譕,U+8B55,1,14.6681,HAN_BASIC
𠠲,U+20832,1,14.6681,NOM_EXT_B_PLUS
巛,U+5DDB,1,14.6681,HAN_BASIC
愁,U+6101,1,14.6681,HAN_BASIC
堖,U+5816,1,14.6681,HAN_BASIC
恆,U+6046,1,14.6681,HAN_BASIC
𠻀,U+20EC0,1,14.6681,NOM_EXT_B_PLUS
𤷍,U+24DCD,1,14.6681,NOM_EXT_B_PLUS
局,U+5C40,1,14.6681,HAN_BASIC
瞠,U+77A0,1,14.6681,HAN_BASIC
磽,U+78FD,1,14.6681,HAN_BASIC
嗕,U+55D5,1,14.6681,HAN_BASIC
儖,U+5116,1,14.6681,HAN_BASIC
媒,U+5A92,1,14.6681,HAN_BASIC
㯮,U+3BEE,1,14.6681,CJK_EXT_A
𫔸,U+2B538,1,14.6681,NOM_EXT_B_PLUS
屠,U+5C60,1,14.6681,HAN_BASIC
谷,U+8C37,1,14.6681,HAN_BASIC
㿜,U+3FDC,1,14.6681,CJK_EXT_A
竂,U+7AC2,1,14.6681,HAN_BASIC
狹,U+72F9,1,14.6681,HAN_BASIC
囬,U+56EC,1,14.6681,HAN_BASIC
㤅,U+3905,1,14.6681,CJK_EXT_A
𤼞,U+24F1E,1,14.6681,NOM_EXT_B_PLUS
孴,U+5B74,1,14.6681,HAN_BASIC
嶉,U+5D89,1,14.6681,HAN_BASIC
凳,U+51F3,1,14.6681,HAN_BASIC
坼,U+577C,1,14.6681,HAN_BASIC
梇,U+6887,1,14.6681,HAN_BASIC
蠬,U+882C,1,14.6681,HAN_BASIC
粑,U+7C91,1,14.6681,HAN_BASIC
𠱀,U+20C40,1,14.6681,NOM_EXT_B_PLUS
鋀,U+92C0,1,14.6681,HAN_BASIC
𬛦,U+2C6E6,1,14.6681,NOM_EXT_B_PLUS
𦙏,U+2664F,1,14.6681,NOM_EXT_B_PLUS
㐪,U+342A,1,14.6681,CJK_EXT_A
跿,U+8DFF,1,14.6681,HAN_BASIC
𡧚,U+219DA,1,14.6681,NOM_EXT_B_PLUS
屢,U+5C62,1,14.6681,HAN_BASIC
懇,U+61C7,1,14.6681,HAN_BASIC
惏,U+60CF,1,14.6681,HAN_BASIC
墺,U+58BA,1,14.6681,HAN_BASIC
涍,U+6D8D,1,14.6681,HAN_BASIC
浟,U+6D5F,1,14.6681,HAN_BASIC
覻,U+89BB,1,14.6681,HAN_BASIC
允,U+5141,1,14.6681,HAN_BASIC
宣,U+5BA3,1,14.6681,HAN_BASIC
鐡,U+9421,1,14.6681,HAN_BASIC
圧,U+5727,1,14.6681,HAN_BASIC
識,U+8B58,1,14.6681,HAN_BASIC
祲,U+7972,1,14.6681,HAN_BASIC
䧛,U+49DB,1,14.6681,CJK_EXT_A
憥,U+61A5,1,14.6681,HAN_BASIC
泃,U+6CC3,1,14.6681,HAN_BASIC
裩,U+88E9,1,14.6681,HAN_BASIC
𡁹,U+21079,1,14.6681,NOM_EXT_B_PLUS
部,U+90E8,1,14.6681,HAN_BASIC
梞,U+689E,1,14.6681,HAN_BASIC
单,U+5355,1,14.6681,HAN_BASIC
𥽌,U+25F4C,1,14.6681,NOM_EXT_B_PLUS
𥺊,U+25E8A,1,14.6681,NOM_EXT_B_PLUS
杲,U+6772,1,14.6681,HAN_BASIC
𢟲,U+227F2,1,14.6681,NOM_EXT_B_PLUS
姽,U+59FD,1,14.6681,HAN_BASIC
鎫,U+93AB,1,14.6681,HAN_BASIC
汫,U+6C6B,1,14.6681,HAN_BASIC
欂,U+6B02,1,14.6681,HAN_BASIC
噄,U+5644,1,14.6681,HAN_BASIC
紗,U+7D17,1,14.6681,HAN_BASIC
烣,U+70E3,1,14.6681,HAN_BASIC
𠅺,U+2017A,1,14.6681,NOM_EXT_B_PLUS
橕,U+6A55,1,14.6681,HAN_BASIC
𡂤,U+210A4,1,14.6681,NOM_EXT_B_PLUS
羫,U+7FAB,1,14.6681,HAN_BASIC
鱻,U+9C7B,1,14.6681,HAN_BASIC
胹,U+80F9,1,14.6681,HAN_BASIC
铌,U+94CC,1,14.6681,HAN_BASIC
箚,U+7B9A,1,14.6681,HAN_BASIC
𧛇,U+276C7,1,14.6681,NOM_EXT_B_PLUS
缲,U+7F32,1,14.6681,HAN_BASIC
詧,U+8A67,1,14.6681,HAN_BASIC
旬,U+65EC,1,14.6681,HAN_BASIC
𠇌,U+201CC,1,14.6681,NOM_EXT_B_PLUS
苋,U+82CB,1,14.6681,HAN_BASIC
援,U+63F4,1,14.6681,HAN_BASIC
籚,U+7C5A,1,14.6681,HAN_BASIC
耚,U+801A,1,14.6681,HAN_BASIC
𢩮,U+22A6E,1,14.6681,NOM_EXT_B_PLUS
轕,U+8F55,1,14.6681,HAN_BASIC
鵶,U+9D76,1,14.6681,HAN_BASIC
𢋨,U+222E8,1,14.6681,NOM_EXT_B_PLUS
𫶮,U+2BDAE,1,14.6681,NOM_EXT_B_PLUS
穎,U+7A4E,1,14.6681,HAN_BASIC
鈌,U+920C,1,14.6681,HAN_BASIC
𫶳,U+2BDB3,1,14.6681,NOM_EXT_B_PLUS
饐,U+9950,1,14.6681,HAN_BASIC
欲,U+6B32,1,14.6681,HAN_BASIC
儨,U+5128,1,14.6681,HAN_BASIC
冫,U+51AB,1,14.6681,HAN_BASIC
唵,U+5535,1,14.6681,HAN_BASIC
刢,U+5222,1,14.6681,HAN_BASIC
搲,U+6432,1,14.6681,HAN_BASIC
榑,U+6991,1,14.6681,HAN_BASIC
詰,U+8A70,1,14.6681,HAN_BASIC
䨙,U+4A19,1,14.6681,CJK_EXT_A
惊,U+60CA,1,14.6681,HAN_BASIC
墑,U+5891,1,14.6681,HAN_BASIC
梁,U+6881,1,14.6681,HAN_BASIC
櫟,U+6ADF,1,14.6681,HAN_BASIC
潹,U+6F79,1,14.6681,HAN_BASIC
𡕲,U+21572,1,14.6681,NOM_EXT_B_PLUS
昰,U+6630,1,14.6681,HAN_BASIC
鵑,U+9D51,1,14.6681,HAN_BASIC
葡,U+8461,1,14.6681,HAN_BASIC
诨,U+8BE8,1,14.6681,HAN_BASIC
𢒂,U+22482,1,14.6681,NOM_EXT_B_PLUS
秷,U+79F7,1,14.6681,HAN_BASIC
㔷,U+3537,1,14.6681,CJK_EXT_A
鈽,U+923D,1,14.6681,HAN_BASIC
𠷔,U+20DD4,1,14.6681,NOM_EXT_B_PLUS
膄,U+8184,1,14.6681,HAN_BASIC
蚼,U+86BC,1,14.6681,HAN_BASIC
漓,U+6F13,1,14.6681,HAN_BASIC
齃,U+9F43,1,14.6681,HAN_BASIC
倈,U+5008,1,14.6681,HAN_BASIC
券,U+5238,1,14.6681,HAN_BASIC
忙,U+5FD9,1,14.6681,HAN_BASIC
庯,U+5EAF,1,14.6681,HAN_BASIC
怄,U+6004,1,14.6681,HAN_BASIC
遟,U+905F,1,14.6681,HAN_BASIC
鎶,U+93B6,1,14.6681,HAN_BASIC
搥,U+6425,1,14.6681,HAN_BASIC
亗,U+4E97,1,14.6681,HAN_BASIC
㡠,U+3860,1,14.6681,CJK_EXT_A
𰫲,U+30AF2,1,14.6681,OTHER
菖,U+83D6,1,14.6681,HAN_BASIC
䡞,U+485E,1,14.6681,CJK_EXT_A
諨,U+8AE8,1,14.6681,HAN_BASIC
𠡬,U+2086C,1,14.6681,NOM_EXT_B_PLUS
劸,U+52B8,1,14.6681,HAN_BASIC
虞,U+865E,1,14.6681,HAN_BASIC
𤴬,U+24D2C,1,14.6681,NOM_EXT_B_PLUS
盖,U+76D6,1,14.6681,HAN_BASIC
𤈞,U+2421E,1,14.6681,NOM_EXT_B_PLUS
𠹅,U+20E45,1,14.6681,NOM_EXT_B_PLUS
𠽇,U+20F47,1,14.6681,NOM_EXT_B_PLUS
賁,U+8CC1,1,14.6681,HAN_BASIC
𦟖,U+267D6,1,14.6681,NOM_EXT_B_PLUS
𤠄,U+24804,1,14.6681,NOM_EXT_B_PLUS
鼓,U+9F13,1,14.6681,HAN_BASIC
槑,U+69D1,1,14.6681,HAN_BASIC
嬋,U+5B0B,1,14.6681,HAN_BASIC
𦥃,U+26943,1,14.6681,NOM_EXT_B_PLUS
瀿,U+703F,1,14.6681,HAN_BASIC
瘸,U+7638,1,14.6681,HAN_BASIC
皻,U+76BB,1,14.6681,HAN_BASIC
箍,U+7B8D,1,14.6681,HAN_BASIC
欳,U+6B33,1,14.6681,HAN_BASIC
𠚝,U+2069D,1,14.6681,NOM_EXT_B_PLUS
𧣲,U+278F2,1,14.6681,NOM_EXT_B_PLUS
磑,U+78D1,1,14.6681,HAN_BASIC
儘,U+5118,1,14.6681,HAN_BASIC
𦡟,U+2685F,1,14.6681,NOM_EXT_B_PLUS
𡦶,U+219B6,1,14.6681,NOM_EXT_B_PLUS
榶,U+69B6,1,14.6681,HAN_BASIC
錢,U+9322,1,14.6681,HAN_BASIC
𨄺,U+2813A,1,14.6681,NOM_EXT_B_PLUS
埚,U+57DA,1,14.6681,HAN_BASIC
𦬑,U+26B11,1,14.6681,NOM_EXT_B_PLUS
撮,U+64AE,1,14.6681,HAN_BASIC
哂,U+54C2,1,14.6681,HAN_BASIC
𦀨,U+26028,1,14.6681,NOM_EXT_B_PLUS
繂,U+7E42,1,14.6681,HAN_BASIC
椣,U+6923,1,14.6681,HAN_BASIC
𢺖,U+22E96,1,14.6681,NOM_EXT_B_PLUS
昻,U+663B,1,14.6681,HAN_BASIC
䑓,U+4453,1,14.6681,CJK_EXT_A
籺,U+7C7A,1,14.6681,HAN_BASIC
唒,U+5512,1,14.6681,HAN_BASIC
淜,U+6DDC,1,14.6681,HAN_BASIC
𪢆,U+2A886,1,14.6681,NOM_EXT_B_PLUS
條,U+689D,1,14.6681,HAN_BASIC
亭,U+4EAD,1,14.6681,HAN_BASIC
噇,U+5647,1,14.6681,HAN_BASIC
涇,U+6D87,1,14.6681,HAN_BASIC
負,U+8CA0,1,14.6681,HAN_BASIC
𩚵,U+296B5,1,14.6681,NOM_EXT_B_PLUS
㸔,U+3E14,1,14.6681,CJK_EXT_A
箙,U+7B99,1,14.6681,HAN_BASIC
𠺌,U+20E8C,1,14.6681,NOM_EXT_B_PLUS
𢗌,U+225CC,1,14.6681,NOM_EXT_B_PLUS
餛,U+991B,1,14.6681,HAN_BASIC
鬜,U+9B1C,1,14.6681,HAN_BASIC
丽,U+4E3D,1,14.6681,HAN_BASIC
顨,U+9868,1,14.6681,HAN_BASIC
瀲,U+7032,1,14.6681,HAN_BASIC
𪪈,U+2AA88,1,14.6681,NOM_EXT_B_PLUS
弩,U+5F29,1,14.6681,HAN_BASIC
噘,U+5658,1,14.6681,HAN_BASIC
鈑,U+9211,1,14.6681,HAN_BASIC
版,U+7248,1,14.6681,HAN_BASIC
𠧝,U+209DD,1,14.6681,NOM_EXT_B_PLUS
鮓,U+9B93,1,14.6681,HAN_BASIC
橋,U+6A4B,1,14.6681,HAN_BASIC
峒,U+5CD2,1,14.6681,HAN_BASIC
𧛛,U+276DB,1,14.6681,NOM_EXT_B_PLUS
斲,U+65B2,1,14.6681,HAN_BASIC
紺,U+7D3A,1,14.6681,HAN_BASIC
孔,U+5B54,1,14.6681,HAN_BASIC
什,U+4EC0,1,14.6681,HAN_BASIC
䄎,U+410E,1,14.6681,CJK_EXT_A
倌,U+500C,1,14.6681,HAN_BASIC
儉,U+5109,1,14.6681,HAN_BASIC
涁,U+6D81,1,14.6681,HAN_BASIC
𠳙,U+20CD9,1,14.6681,NOM_EXT_B_PLUS
蚩,U+86A9,1,14.6681,HAN_BASIC
籸,U+7C78,1,14.6681,HAN_BASIC
𠿢,U+20FE2,1,14.6681,NOM_EXT_B_PLUS
𫨩,U+2BA29,1,14.6681,NOM_EXT_B_PLUS
薽,U+85BD,1,14.6681,HAN_BASIC
穨,U+7A68,1,14.6681,HAN_BASIC
扃,U+6243,1,14.6681,HAN_BASIC
塍,U+584D,1,14.6681,HAN_BASIC
簁,U+7C01,1,14.6681,HAN_BASIC
蔹,U+8539,1,14.6681,HAN_BASIC
染,U+67D3,1,14.6681,HAN_BASIC
攻,U+653B,1,14.6681,HAN_BASIC
他,U+4ED6,1,14.6681,HAN_BASIC
單,U+55AE,1,14.6681,HAN_BASIC
诋,U+8BCB,1,14.6681,HAN_BASIC
乩,U+4E69,1,14.6681,HAN_BASIC
鹥,U+9E65,1,14.6681,HAN_BASIC
級,U+7D1A,1,14.6681,HAN_BASIC
撼,U+64BC,1,14.6681,HAN_BASIC
㧺,U+39FA,1,14.6681,CJK_EXT_A
桂,U+6842,1,14.6681,HAN_BASIC
誄,U+8A84,1,14.6681,HAN_BASIC
𠥻,U+2097B,1,14.6681,NOM_EXT_B_PLUS
詟,U+8A5F,1,14.6681,HAN_BASIC
汴,U+6C74,1,14.6681,HAN_BASIC
𧍉,U+27349,1,14.6681,NOM_EXT_B_PLUS
𣄼,U+2313C,1,14.6681,NOM_EXT_B_PLUS
曨,U+66E8,1,14.6681,HAN_BASIC
迭,U+8FED,1,14.6681,HAN_BASIC
𧈧,U+27227,1,14.6681,NOM_EXT_B_PLUS
捼,U+637C,1,14.6681,HAN_BASIC
